booking_id,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by
B004557,G01536,H01118,L02258,5,9,1320.42,completed,none
B004558,G02281,H00937,L02117,7,24,573.63,completed,none
B004559,G03856,H00605,L02781,7,40,1316.16,completed,none
B004560,G02436,H00020,L00426,4,4,923.22,completed,none
B004561,G02411,H00790,L01470,1,2,188.54,completed,none
B004562,G01569,H01395,L00034,7,22,2260.1,completed,none
B004563,G00213,H00463,L02122,1,43,277.2,completed,none
B004564,G03303,H01135,L02222,8,29,2217.96,completed,none
B004565,G00136,H00793,L02770,6,18,1930.77,completed,none
B004566,G01597,H00459,L00237,6,34,596.09,completed,none
B004567,G00667,H00470,L02129,2,40,262.83,cancelled,guest
B004568,G02576,H01468,L00665,9,8,1360.16,completed,none
B004569,G00597,H00426,L00088,4,31,454.46,completed,none
B004570,G01101,H00806,L01960,4,12,922.51,completed,none
B004571,G01562,H00665,L01222,9,44,1057.47,completed,none
B004572,G01235,H01169,L00850,3,17,946.05,active,none
B004573,G02536,H00120,L02506,3,1,699.59,active,none
B004574,G00740,H00483,L00308,1,24,166.99,completed,none
B004575,G03261,H00863,L01728,8,16,3138.48,completed,none
B004576,G03410,H01209,L02186,6,23,1495.66,completed,none
B004577,G02828,H00504,L02803,9,2,2911.39,cancelled,host
B004578,G03508,H00828,L02401,8,36,1274.06,cancelled,guest
B004579,G02892,H01178,L02376,6,38,659.38,completed,none
B004580,G03267,H00247,L02950,2,23,1456.68,active,none
B004581,G02468,H01478,L02140,4,26,772.79,completed,none
B004582,G02699,H00469,L02855,4,35,631.86,completed,none
B004583,G00992,H00693,L01949,5,4,1000.01,completed,none
B004584,G01105,H01262,L00587,7,37,1230.04,completed,none
B004585,G00173,H00476,L02496,8,21,1820.27,completed,none
B004586,G01566,H00451,L02446,3,30,804.69,completed,none
B004587,G03516,H00312,L00196,1,15,229.6,active,none
B004588,G01722,H01416,L01152,2,42,647.57,completed,none
B004589,G02643,H00578,L00436,7,42,1845.86,completed,none
B004590,G03676,H00434,L02553,9,19,1364.17,completed,none
B004591,G00515,H00808,L00566,4,16,764.63,completed,none
B004592,G02666,H01456,L00626,1,27,151.93,completed,none
B004593,G00454,H01277,L00917,6,26,1066.79,completed,none
B004594,G02992,H00926,L01647,9,23,1990.8,completed,none
B004595,G01508,H01298,L00856,4,27,655.45,completed,none
B004596,G03883,H00456,L02565,8,33,2357.71,completed,none
B004597,G01861,H00090,L02050,5,43,1091.57,cancelled,host
B004598,G00353,H00134,L02733,2,9,331.75,completed,none
B004599,G02556,H00414,L02989,9,17,2081.83,completed,none
B004600,G00148,H00414,L00901,3,23,485.25,completed,none
B004601,G01985,H01175,L00047,1,22,161.26,completed,none
B004602,G03515,H01248,L00395,9,19,2132.59,completed,none
B004603,G00799,H00882,L02371,7,33,1815.56,active,none
B004604,G01091,H00662,L01832,6,7,1493.35,completed,none
B004605,G00565,H00648,L01562,1,5,174.56,completed,none
B004606,G02537,H01147,L01963,1,7,189.55,completed,none
B004607,G03069,H00419,L02159,6,21,1570.27,completed,none
B004608,G00002,H01256,L02068,5,25,1129.58,active,none
B004609,G01772,H01026,L01272,4,28,680.26,completed,none
B004610,G00811,H00506,L02636,9,34,2022.93,completed,none
B004611,G02163,H00419,L02937,1,8,252.83,completed,none
B004612,G00296,H01345,L02869,6,39,634.63,cancelled,guest
B004613,G00625,H00055,L00769,2,25,286.78,completed,none
B004614,G03342,H00063,L00919,8,34,2564.5,completed,none
B004615,G01140,H00218,L02223,7,-2,2119.83,active,none
B004616,G01888,H00474,L02660,8,33,1307.7,completed,none
B004617,G00554,H01430,L01283,7,33,1087.44,completed,none
B004618,G01670,H01282,L02056,9,40,1710.41,completed,none
B004619,G00899,H00239,L02149,4,9,761.07,completed,none
B004620,G02144,H00828,L02401,2,24,285.32,completed,none
B004621,G01679,H01293,L01020,8,8,983.6,completed,none
B004622,G01850,H01308,L00177,1,19,188.96,completed,none
B004623,G00812,H00820,L02004,2,32,425.04,active,none
B004624,G01798,H00774,L02349,5,15,916.56,completed,none
B004625,G00344,H00697,L01992,9,-1,2225.8,completed,none
B004626,G02383,H00859,L02925,6,42,2115.72,completed,none
B004627,G01518,H01212,L00898,5,5,820.52,completed,none
B004628,G02505,H00061,L00541,6,34,1068.46,completed,none
B004629,G02785,H00337,L00703,8,10,1286.4,completed,none
B004630,G03192,H00409,L01851,6,30,1370.54,completed,none
B004631,G02837,H00235,L01975,7,43,1306.58,active,none
B004632,G00374,H01290,L00066,6,1,813.76,completed,none
B004633,G02753,H00704,L02727,3,22,416.11,completed,none
B004634,G01370,H00692,L01495,7,21,506.25,cancelled,host
B004635,G01136,H00642,L02747,3,29,878.81,completed,none
B004636,G00308,H00551,L01835,1,3,151.06,completed,none
B004637,G02139,H00677,L00149,5,28,437.48,completed,none
B004638,G00459,H01253,L00764,3,5,380.02,completed,none
B004639,G00664,H00018,L00469,8,19,1417.03,active,none
B004640,G00926,H01478,L00269,6,28,820.27,completed,none
B004641,G02479,H00060,L00636,3,21,437.53,completed,none
B004642,G01056,H00077,L01409,9,17,1901.14,completed,none
B004643,G00407,H00522,L01662,5,24,415.99,completed,none
B004644,G03842,H00164,L02628,6,37,1090.89,completed,none
B004645,G02694,H01212,L00622,9,12,1113.59,cancelled,host
B004646,G02450,H00107,L02470,2,21,364.93,completed,none
B004647,G03615,H00650,L00836,2,27,745.98,active,none
B004648,G00198,H01365,L01297,1,7,195.59,completed,none
B004649,G01072,H00084,L01240,9,12,1682.56,completed,none
B004650,G01033,H00876,L02526,9,13,1515.46,completed,none
B004651,G00533,H01247,L01793,8,4,1201.53,completed,none
B004652,G03356,H01444,L02786,4,32,493.32,completed,none
B004653,G00492,H00843,L01995,7,35,1386.23,completed,none
B004654,G00870,H01118,L02651,3,39,258.71,completed,none
B004655,G02898,H00117,L02617,4,42,475.62,active,none
B004656,G03535,H00124,L00927,8,36,731.32,completed,none
B004657,G00895,H00403,L00832,4,6,952.1,completed,none
B004658,G02110,H00675,L00586,9,12,1572.47,completed,none
B004659,G02391,H00264,L01211,2,19,262.07,cancelled,guest
B004660,G00601,H00883,L02036,1,26,223.43,completed,none
B004661,G01706,H00287,L00300,6,8,1432.85,completed,none
B004662,G03373,H01269,L02703,6,3,891.12,completed,none
B004663,G03559,H01197,L02719,6,23,786.12,completed,none
B004664,G00279,H01326,L00704,2,40,647.28,completed,none
B004665,G03976,H00009,L02360,1,5,275.1,completed,none
B004666,G02711,H00751,L02722,2,14,527.64,completed,none
B004667,G00488,H00291,L01424,8,10,2459.52,cancelled,host
B004668,G02860,H00926,L01429,4,34,976.32,completed,none
B004669,G03680,H00474,L02152,7,43,1006.24,completed,none
B004670,G02592,H00284,L02368,1,36,165.49,completed,none
B004671,G00641,H01220,L01327,4,20,1455.46,cancelled,guest
B004672,G03310,H00019,L02726,5,-1,1009.26,completed,none
B004673,G00392,H00035,L01986,7,19,997.35,completed,none
B004674,G03588,H00088,L00387,7,-1,2254.53,completed,none
B004675,G03011,H01149,L01819,5,43,1093.19,completed,none
B004676,G03180,H01272,L00384,6,5,1186.44,completed,none
B004677,G03557,H00605,L02237,3,41,549.49,completed,none
B004678,G03385,H00296,L01829,3,34,781.36,completed,none
B004679,G01728,H00520,L00093,4,39,447.57,completed,none
B004680,G00976,H01173,L01842,5,41,628.97,completed,none
B004681,G03184,H00006,L02353,9,-1,3119.8,cancelled,guest
B004682,G02374,H00308,L00454,8,30,1285.54,completed,none
B004683,G01197,H01228,L01878,1,33,279.68,completed,none
B004684,G03162,H00483,L00308,8,9,1238.17,completed,none
B004685,G00330,H01267,L01209,7,18,2548.89,active,none
B004686,G00843,H00714,L02161,6,34,2092.62,completed,none
B004687,G03734,H00565,L02493,6,22,2261.5,active,none
B004688,G03910,H00153,L00144,6,42,951.42,completed,none
B004689,G03474,H01351,L00547,2,0,531.82,completed,none
B004690,G01970,H00132,L01584,6,-2,485.83,completed,none
B004691,G02141,H01355,L02625,9,20,1557.7,active,none
B004692,G03737,H01228,L01878,8,43,2547.51,completed,none
B004693,G00748,H00694,L01210,7,32,591.01,completed,none
B004694,G01716,H00843,L01995,4,9,814.73,active,none
B004695,G01855,H01198,L00680,9,28,1547.68,completed,none
B004696,G00035,H01413,L02746,7,38,884.2,completed,none
B004697,G02081,H01426,L01556,2,11,324.19,completed,none
B004698,G00134,H00194,L02164,3,6,1283.43,active,none
B004699,G00813,H00637,L02538,9,19,3394.41,cancelled,guest
B004700,G02102,H01468,L00665,9,8,1228.98,completed,none
B004701,G03687,H00141,L00571,1,24,166.47,completed,none
B004702,G03454,H00027,L01521,1,5,88.28,cancelled,guest
B004703,G01517,H00146,L00040,3,30,540.55,completed,none
B004704,G00208,H00370,L00983,9,39,1551.26,completed,none
B004705,G03767,H00300,L00826,2,26,400.2,cancelled,guest
B004706,G02407,H00742,L02458,9,21,907.79,completed,none
B004707,G01317,H01258,L01484,7,31,2804.99,completed,none
B004708,G02245,H00479,L00559,7,3,1128.86,completed,none
B004709,G00451,H00550,L02482,3,1,767.14,completed,none
B004710,G02117,H00705,L02900,7,43,2123.92,cancelled,host
B004711,G00759,H00826,L00696,7,16,570.33,completed,none
B004712,G02596,H00948,L01572,8,43,618.92,cancelled,guest
B004713,G00092,H00012,L01831,1,4,259.36,completed,none
B004714,G01838,H00495,L01969,7,30,1424.88,active,none
B004715,G01213,H00879,L01673,4,1,934.24,cancelled,host
B004716,G02773,H01197,L02719,7,26,940.56,completed,none
B004717,G01102,H01023,L01006,7,33,1502.0,completed,none
B004718,G00646,H00657,L00774,3,13,557.39,completed,none
B004719,G00494,H00790,L01470,7,11,1259.05,completed,none
B004720,G02260,H00214,L01497,5,44,566.38,cancelled,host
B004721,G01928,H00031,L00593,3,20,609.68,completed,none
B004722,G02981,H00820,L01561,2,15,809.99,completed,none
B004723,G02908,H01256,L01729,7,-2,2065.36,completed,none
B004724,G03361,H00381,L01725,3,15,659.68,completed,none
B004725,G03931,H00377,L02096,3,7,423.08,active,none
B004726,G01098,H00978,L00923,5,35,364.05,completed,none
B004727,G03007,H00839,L02137,5,28,967.34,completed,none
B004728,G02954,H01122,L01215,2,14,304.6,completed,none
B004729,G02854,H00375,L01078,7,6,1366.0,completed,none
B004730,G01974,H01266,L00033,8,11,742.19,completed,none
B004731,G00964,H00419,L02302,2,2,263.38,completed,none
B004732,G03454,H01109,L00744,4,17,887.82,completed,none
B004733,G02154,H00496,L01079,6,41,1015.31,cancelled,host
B004734,G03479,H01061,L01990,1,29,324.06,completed,none
B004735,G00874,H01247,L00484,2,13,644.88,completed,none
B004736,G02215,H01285,L02453,7,24,2028.77,completed,none
B004737,G00500,H00670,L02780,9,18,2299.56,completed,none
B004738,G00924,H01467,L02018,5,30,853.87,cancelled,guest
B004739,G00943,H00316,L01514,4,22,985.33,completed,none
B004740,G02266,H01168,L02400,1,39,179.49,completed,none
B004741,G02478,H00357,L02399,3,17,393.99,completed,none
B004742,G00410,H00810,L01167,2,0,482.57,completed,none
B004743,G01336,H00370,L00983,5,4,1021.97,completed,none
B004744,G03504,H00939,L02792,7,6,1425.35,active,none
B004745,G00183,H01043,L02585,6,3,1434.98,completed,none
B004746,G00261,H00102,L01019,8,7,1643.93,completed,none
B004747,G00012,H00939,L02792,9,14,1778.01,completed,none
B004748,G02096,H01232,L00701,4,20,1151.71,active,none
B004749,G01186,H00269,L01183,5,25,1178.16,completed,none
B004750,G02379,H00980,L01014,3,1,537.9,completed,none
B004751,G02916,H01248,L00395,5,29,1269.83,completed,none
B004752,G01444,H00694,L01210,7,-2,557.44,cancelled,host
B004753,G01701,H01192,L02829,8,2,1625.19,completed,none
B004754,G00932,H01486,L00146,6,9,571.78,completed,none
B004755,G02728,H00479,L00559,4,43,718.39,completed,none
B004756,G01178,H00921,L02193,8,-2,3881.96,completed,none
B004757,G00042,H01218,L02679,8,3,1073.05,cancelled,guest
B004758,G01429,H00503,L02412,1,1,131.56,completed,none
B004759,G01114,H00927,L01951,6,27,966.67,cancelled,guest
B004760,G03028,H00405,L00184,9,8,2723.43,completed,none
B004761,G01400,H01094,L01760,3,14,553.48,completed,none
B004762,G02957,H01232,L00701,2,39,498.08,completed,none
B004763,G03891,H00611,L00695,6,38,1994.66,completed,none
B004764,G03354,H00246,L01607,2,35,820.41,completed,none
B004765,G00440,H00924,L00893,7,25,1638.08,completed,none
B004766,G03158,H00327,L01636,8,3,1650.77,completed,none
B004767,G03767,H01296,L01176,5,31,782.24,completed,none
B004768,G00842,H00134,L02733,7,15,1231.23,completed,none
B004769,G03879,H00969,L02289,5,38,867.78,cancelled,guest
B004770,G01821,H00319,L02755,9,25,1164.17,completed,none
B004771,G00156,H00423,L02282,7,6,1350.52,completed,none
B004772,G02064,H00785,L00813,1,23,248.21,completed,none
B004773,G02568,H00732,L00842,5,2,1014.7,cancelled,guest
B004774,G00807,H00020,L02366,6,-2,1304.53,completed,none
B004775,G00215,H00114,L00949,8,3,1062.6,completed,none
B004776,G00625,H00816,L01418,7,3,1215.58,completed,none
B004777,G03290,H00269,L00688,5,4,576.81,completed,none
B004778,G00039,H01053,L02196,8,3,1707.8,completed,none
B004779,G02181,H01335,L01330,9,7,2464.4,completed,none
B004780,G01096,H01450,L02805,2,40,673.97,cancelled,host
B004781,G02964,H00097,L01337,1,29,241.34,completed,none
B004782,G03761,H01272,L01165,9,17,2707.64,completed,none
B004783,G02898,H00121,L02188,1,0,237.96,completed,none
B004784,G02692,H00517,L02337,9,31,2703.8,completed,none
B004785,G02216,H00777,L00096,8,10,2670.4,completed,none
B004786,G02778,H00812,L01936,2,14,164.75,completed,none
B004787,G02593,H00495,L00327,6,43,2123.8,completed,none
B004788,G01742,H00955,L02904,8,23,1837.9,active,none
B004789,G00960,H00907,L02832,4,39,828.57,completed,none
B004790,G03718,H00204,L00345,1,18,164.18,completed,none
B004791,G03624,H01209,L00068,3,2,858.96,completed,none
B004792,G00977,H01256,L02068,8,39,1525.65,completed,none
B004793,G01206,H00148,L01041,8,42,965.31,completed,none
B004794,G00410,H01457,L00953,6,28,962.97,cancelled,guest
B004795,G03543,H01101,L00707,4,9,642.02,completed,none
B004796,G03899,H00161,L00936,4,22,703.8,completed,none
B004797,G03862,H01205,L01012,6,6,1010.28,completed,none
B004798,G02975,H00241,L01930,2,6,246.92,completed,none
B004799,G03500,H01300,L02027,5,14,298.23,completed,none
B004800,G02206,H01432,L02891,5,10,618.34,completed,none
B004801,G01405,H00667,L01266,9,1,1434.97,active,none
B004802,G03384,H00214,L01497,7,34,730.62,completed,none
B004803,G00817,H00895,L02336,6,2,2276.06,cancelled,host
B004804,G03326,H00764,L00607,3,35,189.79,completed,none
B004805,G00231,H00587,L01480,8,22,1418.31,completed,none
B004806,G03303,H01191,L00113,5,21,1175.68,completed,none
B004807,G02692,H00349,L01918,3,33,669.51,completed,none
B004808,G02861,H00001,L02314,6,28,758.12,completed,none
B004809,G02957,H00595,L00320,3,2,1028.74,completed,none
B004810,G03473,H00896,L02710,7,8,728.9,cancelled,host
B004811,G01960,H01038,L01537,8,40,1123.91,completed,none
B004812,G02357,H00068,L01179,3,9,524.79,cancelled,guest
B004813,G01104,H00607,L01775,8,25,699.0,completed,none
B004814,G02936,H01266,L02005,8,41,1812.21,completed,none
B004815,G00331,H00189,L01625,6,2,1259.01,completed,none
B004816,G02309,H01317,L00318,5,25,1429.02,completed,none
B004817,G01382,H00026,L01813,3,41,1386.93,cancelled,host
B004818,G00925,H01095,L00633,5,19,636.53,completed,none
B004819,G00699,H00337,L01587,5,39,1240.67,completed,none
B004820,G01206,H00172,L02692,8,23,1294.57,active,none
B004821,G01826,H00056,L01997,7,23,969.72,completed,none
B004822,G00221,H01197,L00756,6,43,2446.0,completed,none
B004823,G03984,H00476,L02757,4,13,719.53,completed,none
B004824,G03573,H00672,L00550,1,33,539.02,completed,none
B004825,G00172,H00751,L02722,7,16,1906.28,completed,none
B004826,G00639,H00606,L02033,3,11,379.79,completed,none
B004827,G02922,H00922,L01645,9,40,1303.92,completed,none
B004828,G00858,H01255,L00442,9,37,1234.81,completed,none
B004829,G00658,H01178,L02970,4,14,444.65,completed,none
B004830,G00395,H01235,L02562,8,32,2329.64,completed,none
B004831,G03284,H01076,L00306,9,31,1738.16,completed,none
B004832,G01772,H00493,L01595,9,40,1660.44,completed,none
B004833,G01172,H00097,L01926,1,38,177.52,completed,none
B004834,G00518,H00374,L02199,1,37,267.86,completed,none
B004835,G00221,H00818,L00373,7,-2,1031.32,completed,none
B004836,G03253,H00471,L00883,9,33,1602.94,completed,none
B004837,G01886,H00223,L00795,9,0,2020.54,cancelled,host
B004838,G02802,H00915,L02799,2,41,157.39,completed,none
B004839,G02168,H01034,L00382,5,-2,1658.14,completed,none
B004840,G03517,H01196,L00349,2,0,207.81,completed,none
B004841,G01199,H00084,L00945,4,12,603.92,completed,none
B004842,G03761,H00370,L01339,8,31,1884.42,completed,none
B004843,G02843,H00684,L01619,4,30,794.83,active,none
B004844,G02088,H00028,L02464,5,36,644.24,active,none
B004845,G02562,H00136,L00405,6,31,928.93,completed,none
B004846,G02282,H00806,L00468,9,27,2086.77,active,none
B004847,G00519,H00068,L01475,4,9,439.69,completed,none
B004848,G03599,H01109,L00111,1,41,189.02,completed,none
B004849,G02169,H00219,L02943,7,35,2516.7,completed,none
B004850,G01366,H00721,L00839,2,39,289.85,completed,none
B004851,G01168,H01007,L01488,4,16,1108.47,cancelled,guest
B004852,G01564,H00062,L02801,4,8,842.24,cancelled,guest
B004853,G01253,H01189,L01088,2,3,354.46,completed,none
B004854,G02395,H00806,L00336,4,15,1072.46,completed,none
B004855,G00073,H00329,L02716,4,23,367.89,active,none
B004856,G01028,H00018,L00341,6,31,1070.11,completed,none
B004857,G01590,H00580,L01548,7,42,973.46,completed,none
B004858,G00413,H01089,L01869,5,18,1066.86,completed,none
B004859,G03430,H00932,L02698,9,25,921.77,active,none
B004860,G03378,H00854,L01369,3,12,371.36,completed,none
B004861,G02921,H00918,L02858,1,29,263.08,completed,none
B004862,G01700,H01451,L02265,5,16,829.65,completed,none
B004863,G01768,H01324,L01197,5,2,971.28,cancelled,guest
B004864,G02954,H01463,L02321,1,14,177.17,completed,none
B004865,G00743,H00403,L00832,4,40,1064.98,completed,none
B004866,G00805,H00441,L02433,2,9,423.1,completed,none
B004867,G03494,H00237,L02682,3,1,632.16,completed,none
B004868,G02585,H00668,L02404,9,31,1010.29,completed,none
B004869,G00125,H00646,L01649,4,39,753.74,completed,none
B004870,G03680,H01451,L02982,3,38,328.39,completed,none
B004871,G01851,H01122,L01215,9,32,1266.27,active,none
B004872,G00479,H01364,L02511,9,39,1820.47,active,none
B004873,G01106,H01285,L02384,5,30,1592.69,completed,none
B004874,G02980,H00948,L01748,9,15,903.72,cancelled,guest
B004875,G03785,H00667,L00028,2,3,488.21,completed,none
B004876,G01038,H01001,L00531,5,23,912.78,completed,none
B004877,G03961,H01068,L01886,1,10,363.32,completed,none
B004878,G01638,H00116,L01145,3,31,659.46,completed,none
B004879,G01065,H00665,L01222,1,3,124.38,completed,none
B004880,G03218,H00397,L02545,8,36,1321.68,active,none
B004881,G01489,H00278,L00143,1,17,312.78,completed,none
B004882,G03530,H00178,L02136,8,2,927.07,completed,none
B004883,G03007,H00642,L02465,6,2,688.74,completed,none
B004884,G03180,H00258,L02535,6,23,1131.21,completed,none
B004885,G03042,H01278,L02730,4,24,776.7,cancelled,host
B004886,G03077,H01351,L00547,9,25,2290.57,completed,none
B004887,G00218,H00377,L00215,5,19,1116.59,cancelled,host
B004888,G02770,H00001,L02314,2,4,255.81,cancelled,guest
B004889,G03391,H01038,L01537,7,17,991.74,completed,none
B004890,G00911,H00830,L01251,1,28,133.8,completed,none
B004891,G02471,H00497,L02271,8,33,1960.55,cancelled,host
B004892,G02786,H00376,L02645,1,21,151.77,completed,none
B004893,G00089,H01177,L01198,6,27,860.01,completed,none
B004894,G01691,H00216,L01359,1,43,509.08,completed,none
B004895,G01402,H01085,L02234,6,3,605.41,completed,none
B004896,G02210,H01209,L00941,3,32,937.63,completed,none
B004897,G02463,H00999,L00507,8,4,2934.21,completed,none
B004898,G03401,H00075,L02305,5,39,820.49,completed,none
B004899,G02233,H00088,L01038,1,2,220.77,completed,none
B004900,G01558,H00227,L01902,5,28,787.32,completed,none
B004901,G03826,H00925,L01985,6,31,430.16,completed,none
B004902,G01815,H01266,L02005,7,5,1602.76,cancelled,guest
B004903,G02485,H00759,L02765,3,12,925.86,cancelled,host
B004904,G01595,H01196,L00349,6,17,658.99,cancelled,host
B004905,G03995,H00694,L00789,9,8,1727.46,completed,none
B004906,G02041,H00526,L01515,7,26,1063.28,completed,none
B004907,G03863,H00395,L01932,1,25,78.46,cancelled,host
B004908,G01104,H00441,L02685,9,41,875.31,active,none
B004909,G01781,H00530,L02760,5,15,640.28,completed,none
B004910,G02936,H01009,L00420,1,29,127.88,cancelled,host
B004911,G00839,H00486,L02072,7,16,934.13,completed,none
B004912,G01506,H00218,L00424,5,17,482.02,completed,none
B004913,G03401,H01074,L01343,3,42,1230.08,completed,none
B004914,G03981,H00267,L00761,3,-2,412.68,completed,none
B004915,G01788,H00361,L00270,5,9,807.35,completed,none
B004916,G00160,H00817,L02967,7,33,488.07,cancelled,guest
B004917,G03888,H00185,L01773,6,1,1321.92,cancelled,host
B004918,G03000,H00117,L02617,5,20,645.05,completed,none
B004919,G02153,H00396,L00360,3,13,367.19,completed,none
B004920,G00777,H00427,L02840,4,21,1383.31,completed,none
B004921,G02972,H01071,L00640,7,39,3101.01,completed,none
B004922,G03348,H01005,L02981,2,16,955.26,cancelled,guest
B004923,G03942,H00617,L02181,9,30,1550.06,completed,none
B004924,G02106,H00533,L00905,2,14,335.14,completed,none
B004925,G00156,H00628,L01224,9,0,1172.07,completed,none
B004926,G02299,H00375,L01078,4,15,787.72,completed,none
B004927,G03743,H00774,L02349,5,12,929.6,completed,none
B004928,G03557,H00783,L01630,6,11,641.24,cancelled,guest
B004929,G01829,H01107,L01122,9,27,1652.28,completed,none
B004930,G01251,H00261,L02329,1,22,325.69,completed,none
B004931,G01160,H00235,L00934,5,5,780.41,completed,none
B004932,G03745,H00365,L02993,5,23,890.94,completed,none
B004933,G02221,H00025,L02170,4,7,537.42,completed,none
B004934,G00220,H00020,L00426,7,7,1471.54,completed,none
B004935,G02086,H00676,L00496,8,43,884.26,active,none
B004936,G00718,H00645,L00385,6,11,666.69,completed,none
B004937,G00214,H00261,L02329,8,1,2294.06,cancelled,host
B004938,G03155,H01300,L01321,6,27,1707.86,completed,none
B004939,G02721,H01252,L02578,5,21,912.51,completed,none
B004940,G01292,H00487,L00348,3,-1,684.82,completed,none
B004941,G01670,H00018,L00341,7,15,1322.44,cancelled,host
B004942,G00194,H01374,L00845,8,13,3311.52,completed,none
B004943,G00683,H00635,L02602,6,41,1545.68,completed,none
B004944,G00023,H00219,L01741,8,36,1090.47,completed,none
B004945,G02436,H00413,L02600,3,27,447.7,completed,none
B004946,G02865,H00414,L00870,9,7,4683.32,completed,none
B004947,G01672,H00004,L01706,6,1,1233.44,completed,none
B004948,G01518,H01475,L00638,1,21,301.47,completed,none
B004949,G02108,H00834,L00035,1,-2,569.03,completed,none
B004950,G02302,H01022,L02409,5,22,1218.54,cancelled,host
B004951,G00886,H00205,L00141,3,26,291.84,completed,none
B004952,G03967,H00789,L02659,7,22,699.84,active,none
B004953,G02855,H00010,L00438,5,31,409.09,completed,none
B004954,G03740,H01311,L02248,8,35,891.71,completed,none
B004955,G03626,H00280,L01221,1,24,110.63,completed,none
B004956,G00227,H01321,L02367,8,2,1890.14,completed,none
B004957,G02361,H00420,L00726,3,19,431.3,completed,none
B004958,G02414,H01112,L00078,8,16,1772.2,completed,none
B004959,G03101,H01362,L01865,5,41,1519.26,completed,none
B004960,G00168,H00269,L02225,4,19,422.57,cancelled,guest
B004961,G03335,H00254,L01533,3,5,1007.83,cancelled,guest
B004962,G01422,H00095,L00570,2,22,434.84,completed,none
B004963,G01242,H00937,L00548,5,33,1695.2,completed,none
B004964,G01267,H01494,L01959,8,24,1172.85,completed,none
B004965,G03764,H00775,L00227,3,16,529.52,cancelled,guest
B004966,G03158,H00482,L00246,8,26,1588.88,cancelled,guest
B004967,G02837,H01125,L00822,9,26,1075.62,completed,none
B004968,G03178,H01451,L01499,9,13,3095.94,cancelled,host
B004969,G03063,H01295,L02586,9,37,2039.97,cancelled,guest
B004970,G00114,H01260,L00907,8,30,3833.97,completed,none
B004971,G00239,H00006,L02353,6,38,2074.54,completed,none
B004972,G00383,H00611,L02522,6,18,2118.24,completed,none
B004973,G02368,H00866,L00091,6,42,1104.87,completed,none
B004974,G00828,H00697,L01759,6,14,1059.49,cancelled,host
B004975,G00543,H01226,L02055,2,32,642.48,active,none
B004976,G03126,H01103,L00499,5,24,798.55,completed,none
B004977,G03744,H00368,L02597,9,36,2565.7,completed,none
B004978,G00518,H01333,L02834,5,35,819.9,completed,none
B004979,G01257,H00652,L02259,1,35,190.27,completed,none
B004980,G00394,H00942,L02045,9,35,1382.71,completed,none
B004981,G03017,H01302,L02978,3,43,776.73,completed,none
B004982,G01248,H00432,L01099,3,0,1095.22,cancelled,guest
B004983,G01361,H00849,L02552,5,19,1756.98,completed,none
B004984,G01926,H01072,L00031,5,24,1386.25,completed,none
B004985,G01677,H00299,L00041,2,14,272.85,completed,none
B004986,G01471,H00635,L02108,6,5,956.16,completed,none
B004987,G03719,H00645,L00319,9,33,1761.02,cancelled,guest
B004988,G01202,H00462,L02375,3,-1,1224.74,active,none
B004989,G00640,H00371,L02598,5,41,563.07,completed,none
B004990,G00991,H00560,L01258,2,17,667.43,completed,none
B004991,G02040,H01256,L02587,6,41,989.18,completed,none
B004992,G02776,H00754,L00910,3,36,356.68,completed,none
B004993,G00924,H01100,L02348,6,11,848.23,completed,none
B004994,G03914,H00349,L02890,3,8,506.46,completed,none
B004995,G01129,H00107,L00430,5,2,712.57,completed,none
B004996,G00566,H01101,L02851,5,3,652.61,cancelled,guest
B004997,G01837,H01086,L00914,7,23,4223.99,completed,none
B004998,G03717,H00980,L00922,4,28,849.5,completed,none
B004999,G02339,H00581,L02827,4,30,1091.61,completed,none
B005000,G02909,H00644,L00694,5,39,653.7,active,none
B005001,G00942,H00146,L01034,9,26,3342.17,cancelled,guest
B005002,G02011,H01191,L00113,9,24,2081.48,cancelled,host
B005003,G00461,H00964,L02048,4,-2,574.09,completed,none
B005004,G00099,H00779,L01881,5,4,1244.99,completed,none
B005005,G01068,H01078,L02654,7,27,746.28,cancelled,guest
B005006,G01709,H00444,L02476,7,2,1690.14,completed,none
B005007,G01303,H00465,L00333,1,34,270.09,completed,none
B005008,G01446,H00365,L02993,3,5,593.96,completed,none
B005009,G03400,H01088,L02883,6,16,758.72,completed,none
B005010,G02554,H00395,L00338,1,27,189.53,completed,none
B005011,G01183,H00531,L01137,1,36,146.25,cancelled,host
B005012,G02175,H00316,L02787,9,8,1259.86,completed,none
B005013,G02677,H00417,L02717,4,21,1047.27,completed,none
B005014,G01318,H01192,L01189,1,12,213.8,completed,none
B005015,G01429,H00826,L00276,8,-1,1355.39,cancelled,guest
B005016,G01970,H00820,L02163,8,15,2747.67,completed,none
B005017,G02312,H00269,L00466,3,25,817.39,completed,none
B005018,G00659,H00433,L02635,9,38,1364.17,completed,none
B005019,G03985,H00736,L01660,5,34,993.93,active,none
B005020,G01482,H01091,L01178,6,37,2234.03,completed,none
B005021,G02592,H00097,L00610,4,20,312.7,completed,none
B005022,G00891,H00215,L02123,7,17,791.5,completed,none
B005023,G03316,H00161,L00936,3,-1,602.95,completed,none
B005024,G03358,H00812,L01936,7,19,568.52,completed,none
