listing_id,host_id,market,property_type,nightly_price,listing_review_score,listing_cleanliness_score,listing_accuracy_score,listing_review_count,cancellation_policy,instant_book_enabled
L01568,H00408,Austin,entire_home,191.27,4.72,4.57,4.76,8,flexible,0
L01569,H00725,Seattle,private_room,145.9,4.45,4.4,5.0,17,moderate,1
L01570,H00900,Seattle,entire_home,171.91,4.22,4.69,4.81,7,flexible,0
L01571,H00160,Seattle,private_room,212.64,4.37,5.0,5.0,2,moderate,0
L01572,H00948,Los Angeles,entire_home,61.81,4.11,4.55,4.42,20,flexible,0
L01573,H01493,Chicago,private_room,135.04,4.41,4.05,4.43,9,flexible,0
L01574,H00978,Los Angeles,entire_home,156.61,4.29,4.76,3.87,19,flexible,1
L01575,H00930,Seattle,private_room,56.78,4.52,4.84,4.38,8,moderate,0
L01576,H01259,Denver,entire_home,136.96,5.0,4.27,4.43,15,moderate,0
L01577,H00594,Seattle,entire_home,142.37,4.42,4.58,4.99,11,moderate,0
L01578,H00138,Miami,private_room,77.49,4.39,4.3,4.55,20,strict,1
L01579,H00233,Nashville,entire_home,435.6,4.23,4.57,4.76,14,moderate,1
L01580,H00539,Nashville,private_room,157.92,4.92,4.3,3.98,28,strict,0
L01581,H00137,Chicago,entire_home,409.95,4.54,4.53,4.62,7,moderate,0
L01582,H00802,San Francisco,entire_home,79.06,5.0,4.38,4.61,19,moderate,1
L01583,H01297,Seattle,private_room,99.3,4.41,5.0,4.53,30,strict,1
L01584,H00132,Miami,entire_home,78.3,4.68,3.83,4.76,6,moderate,0
L01585,H01413,San Francisco,private_room,212.42,4.16,4.35,4.28,10,strict,1
L01586,H00669,Chicago,entire_home,206.94,4.65,5.0,4.64,9,flexible,1
L01587,H00337,New York,entire_home,210.93,4.97,5.0,4.41,7,moderate,1
L01588,H00189,Nashville,entire_home,93.7,4.62,4.48,4.93,13,strict,1
L01589,H01385,Miami,entire_home,332.0,4.41,4.05,4.27,8,flexible,1
L01590,H01199,Miami,entire_home,343.15,3.98,4.59,4.66,10,flexible,1
L01591,H00623,Los Angeles,entire_home,304.57,4.71,4.37,4.76,18,flexible,1
L01592,H01175,Los Angeles,entire_home,103.41,4.92,4.65,4.08,11,flexible,1
L01593,H00852,San Francisco,entire_home,327.21,4.54,4.63,4.32,8,flexible,0
L01594,H01223,Miami,private_room,237.77,4.32,4.54,4.24,12,moderate,0
L01595,H00493,Nashville,private_room,152.27,4.12,4.38,4.92,13,strict,1
L01596,H00273,Austin,entire_home,103.16,4.55,4.38,4.02,12,moderate,0
L01597,H01184,Seattle,entire_home,155.96,4.61,4.78,4.28,18,moderate,1
L01598,H00520,Nashville,private_room,284.25,4.4,4.09,4.26,10,flexible,1
L01599,H01034,San Francisco,entire_home,218.58,4.73,4.76,4.0,5,flexible,1
L01600,H01475,New York,entire_home,123.24,4.62,4.5,4.65,14,moderate,1
L01601,H00794,Miami,entire_home,167.3,4.66,4.21,4.02,11,strict,1
L01602,H01425,Miami,entire_home,95.33,4.91,4.93,4.6,26,flexible,0
L01603,H00356,Seattle,entire_home,166.77,4.32,3.9,4.75,27,flexible,1
L01604,H00673,San Francisco,entire_home,75.22,4.46,4.39,4.09,8,flexible,1
L01605,H00437,San Francisco,entire_home,127.25,4.8,4.86,4.04,12,moderate,1
L01606,H01034,Chicago,private_room,308.67,4.49,4.44,4.97,4,strict,0
L01607,H00246,San Francisco,entire_home,387.25,4.92,4.61,4.97,8,moderate,1
L01608,H01473,Seattle,entire_home,138.52,4.29,4.72,4.19,16,strict,1
L01609,H00286,Chicago,entire_home,215.73,4.86,4.93,4.11,10,moderate,0
L01610,H00939,Boston,private_room,773.25,4.77,3.5,4.23,9,flexible,1
L01611,H00055,Denver,entire_home,438.41,4.66,4.8,4.58,13,moderate,1
L01612,H00344,Denver,entire_home,137.59,5.0,4.58,4.18,22,flexible,0
L01613,H01257,Austin,entire_home,95.7,4.52,4.74,4.19,9,moderate,0
L01614,H00146,Nashville,entire_home,164.67,4.9,4.77,4.69,9,strict,1
L01615,H00287,New York,entire_home,455.73,4.61,3.78,4.11,11,moderate,0
L01616,H00419,Chicago,private_room,102.1,4.89,4.86,4.58,20,moderate,1
L01617,H00582,San Francisco,hotel_room,65.42,4.76,4.55,4.34,1,moderate,1
L01618,H01402,Boston,entire_home,219.67,4.62,4.47,4.74,10,moderate,0
L01619,H00684,Austin,entire_home,181.16,4.37,4.31,5.0,34,strict,0
L01620,H00256,Nashville,hotel_room,181.64,4.39,4.08,3.97,7,flexible,1
L01621,H01203,San Francisco,entire_home,162.29,4.68,4.51,4.25,7,flexible,1
L01622,H00800,Seattle,entire_home,154.28,4.99,4.57,4.31,10,flexible,1
L01623,H01185,Denver,entire_home,94.77,4.51,4.49,4.29,12,strict,1
L01624,H00120,Nashville,entire_home,200.81,4.67,4.97,4.51,11,flexible,0
L01625,H00189,Nashville,entire_home,166.86,4.56,4.59,4.66,7,flexible,0
L01626,H00843,Nashville,entire_home,432.53,4.84,4.39,4.29,9,strict,1
L01627,H00018,Boston,entire_home,145.44,4.5,4.72,4.45,18,strict,1
L01628,H00398,New York,entire_home,174.54,4.58,4.33,4.33,17,flexible,0
L01629,H01487,Austin,entire_home,80.56,4.29,3.73,4.01,13,moderate,1
L01630,H00783,Seattle,private_room,96.45,4.68,4.8,4.06,12,moderate,1
L01631,H00923,Austin,hotel_room,223.07,4.27,3.91,4.61,5,moderate,1
L01632,H00794,Miami,entire_home,425.4,5.0,5.0,5.0,20,strict,0
L01633,H00652,Chicago,entire_home,187.15,4.36,4.28,4.41,4,moderate,0
L01634,H00495,Austin,entire_home,145.11,4.53,4.03,4.29,27,strict,1
L01635,H00588,Chicago,entire_home,74.17,3.89,4.47,4.23,19,strict,1
L01636,H00327,Los Angeles,private_room,176.51,4.39,4.54,5.0,13,moderate,1
L01637,H00024,Miami,entire_home,300.05,4.41,5.0,4.42,24,flexible,1
L01638,H00680,Boston,entire_home,122.07,4.85,4.78,3.95,6,strict,1
L01639,H01188,Boston,private_room,122.2,4.33,4.69,4.56,11,flexible,1
L01640,H01293,Nashville,entire_home,102.89,4.61,4.31,4.48,2,flexible,1
L01641,H00554,Boston,entire_home,255.39,4.98,5.0,4.91,18,flexible,1
L01642,H01323,Miami,entire_home,166.76,4.7,5.0,4.36,19,moderate,0
L01643,H00467,New York,entire_home,139.43,4.4,4.29,4.32,13,flexible,0
L01644,H00297,Los Angeles,entire_home,224.51,4.94,4.26,4.04,9,moderate,1
L01645,H00922,Miami,entire_home,119.82,3.9,4.98,4.18,12,moderate,0
L01646,H00032,Los Angeles,entire_home,94.62,4.7,4.56,4.02,12,flexible,1
L01647,H00926,Miami,entire_home,184.46,4.9,4.78,4.41,20,flexible,1
L01648,H00655,Denver,entire_home,148.8,4.25,5.0,4.72,11,moderate,1
L01649,H00646,Chicago,entire_home,169.14,3.84,5.0,4.09,5,moderate,0
L01650,H00375,Chicago,hotel_room,318.74,4.24,4.77,5.0,23,flexible,0
L01651,H01069,Los Angeles,entire_home,215.39,4.49,4.84,5.0,11,flexible,1
L01652,H00349,San Francisco,entire_home,96.23,4.29,4.64,4.9,36,flexible,1
L01653,H00274,San Francisco,private_room,159.08,4.69,5.0,4.26,5,flexible,1
L01654,H01370,New York,entire_home,136.6,4.25,4.74,4.04,32,strict,1
L01655,H01308,Boston,entire_home,140.26,4.49,4.57,4.45,4,flexible,1
L01656,H00501,Boston,entire_home,95.34,4.81,4.92,4.9,17,strict,1
L01657,H00880,San Francisco,entire_home,139.62,4.61,3.9,5.0,6,moderate,1
L01658,H01259,Los Angeles,entire_home,116.64,4.09,4.18,4.91,15,flexible,1
L01659,H00276,Seattle,entire_home,135.89,5.0,4.41,5.0,5,flexible,1
L01660,H00736,Los Angeles,private_room,165.2,4.5,3.94,4.84,8,strict,1
L01661,H00182,New York,entire_home,141.14,4.65,4.09,4.19,2,moderate,0
L01662,H00522,Denver,entire_home,76.91,4.81,4.45,4.97,16,moderate,0
L01663,H00610,Miami,private_room,129.13,4.26,4.14,4.04,5,flexible,1
L01664,H01443,Boston,entire_home,124.48,4.11,4.42,4.9,15,moderate,1
L01665,H00038,Miami,entire_home,219.79,4.33,4.45,4.29,12,moderate,1
L01666,H00561,Los Angeles,private_room,189.61,5.0,4.91,4.56,5,flexible,1
L01667,H00795,Boston,private_room,223.87,4.47,4.08,4.1,13,moderate,1
L01668,H00019,Boston,entire_home,184.1,4.78,4.51,4.57,24,moderate,0
L01669,H00490,Nashville,entire_home,170.87,4.4,4.47,4.78,16,flexible,1
L01670,H01432,New York,entire_home,161.21,4.47,4.74,4.57,20,strict,1
L01671,H01197,New York,entire_home,271.24,5.0,4.1,4.68,21,moderate,1
L01672,H00211,Nashville,entire_home,313.23,4.5,4.55,4.65,7,moderate,0
L01673,H00879,Miami,entire_home,196.55,4.3,4.98,4.42,7,moderate,0
L01674,H00881,Nashville,entire_home,212.43,4.57,4.68,4.55,7,flexible,1
L01675,H01323,Austin,entire_home,97.26,4.07,4.61,4.04,5,strict,0
L01676,H00936,Boston,entire_home,143.98,4.16,3.95,4.74,29,moderate,1
L01677,H00595,Boston,entire_home,153.1,4.88,4.82,4.54,29,flexible,1
L01678,H01272,Boston,entire_home,129.88,4.64,4.6,4.32,23,strict,1
L01679,H01032,Denver,entire_home,363.84,4.62,4.11,4.08,11,strict,1
L01680,H00372,New York,private_room,181.66,4.5,4.36,4.38,20,moderate,0
L01681,H00460,New York,private_room,151.37,4.17,4.65,3.93,10,strict,1
L01682,H01061,Chicago,hotel_room,89.85,4.83,4.52,4.4,6,moderate,0
L01683,H01493,Chicago,entire_home,224.4,5.0,4.45,4.82,3,strict,1
L01684,H00123,Chicago,entire_home,206.08,4.12,5.0,4.58,18,strict,1
L01685,H01321,New York,entire_home,119.45,4.68,4.1,4.07,19,flexible,1
L01686,H01174,Miami,entire_home,130.07,4.02,4.34,4.59,5,strict,1
L01687,H01098,New York,entire_home,125.82,4.37,4.33,4.45,4,flexible,0
L01688,H01229,Los Angeles,private_room,184.37,5.0,4.74,4.39,20,moderate,1
L01689,H00038,Boston,entire_home,136.34,4.86,4.5,4.2,9,strict,0
L01690,H01499,Austin,entire_home,100.34,4.68,4.27,4.32,5,moderate,1
L01691,H01333,Austin,entire_home,384.23,4.02,4.43,4.36,2,flexible,1
L01692,H01127,Chicago,private_room,180.79,4.83,4.61,4.36,12,flexible,1
L01693,H01178,Los Angeles,entire_home,92.28,4.63,4.56,4.49,30,flexible,1
L01694,H01481,San Francisco,entire_home,92.62,4.45,4.27,5.0,7,moderate,1
L01695,H00813,Nashville,entire_home,228.29,4.24,3.75,4.89,19,strict,1
L01696,H01370,San Francisco,entire_home,102.02,4.21,4.21,4.5,8,strict,0
L01697,H00853,Miami,entire_home,121.46,4.3,4.63,4.75,4,flexible,1
L01698,H01452,New York,entire_home,92.36,4.74,4.88,4.25,7,flexible,0
L01699,H00287,Los Angeles,entire_home,118.79,4.52,4.58,4.04,14,flexible,1
L01700,H01311,Boston,hotel_room,227.61,4.57,4.3,5.0,10,moderate,1
L01701,H00630,Boston,entire_home,162.36,4.92,4.62,4.42,6,moderate,1
L01702,H00176,Los Angeles,entire_home,123.08,4.15,4.86,4.68,5,strict,1
L01703,H00997,Nashville,entire_home,79.13,3.96,4.71,4.43,8,moderate,1
L01704,H00302,Chicago,entire_home,95.68,4.79,4.98,4.79,14,strict,0
L01705,H01063,San Francisco,private_room,130.58,4.18,4.28,5.0,31,flexible,0
L01706,H00004,Austin,private_room,165.36,4.39,4.16,4.21,10,strict,1
L01707,H01127,New York,entire_home,202.21,4.45,4.93,4.67,15,moderate,1
L01708,H00502,New York,hotel_room,95.34,4.51,4.77,4.32,11,strict,1
L01709,H00776,Seattle,entire_home,195.14,3.94,4.96,4.45,9,flexible,0
L01710,H00454,Denver,entire_home,185.81,4.52,4.63,4.04,19,moderate,1
L01711,H00657,San Francisco,entire_home,181.67,5.0,3.83,4.38,7,strict,1
L01712,H01024,Seattle,private_room,66.47,4.46,4.28,4.27,1,flexible,1
L01713,H01264,Nashville,entire_home,171.76,4.61,4.48,4.88,7,flexible,1
L01714,H01401,Chicago,hotel_room,139.1,4.82,4.22,4.27,10,moderate,0
L01715,H01157,Chicago,entire_home,148.75,4.93,4.64,4.44,11,moderate,1
L01716,H00727,Miami,hotel_room,360.55,4.93,4.31,4.81,7,flexible,0
L01717,H00505,Austin,entire_home,77.46,4.41,4.02,4.73,9,strict,0
L01718,H00592,Miami,entire_home,398.71,4.72,4.84,4.92,0,flexible,1
L01719,H00235,Nashville,entire_home,52.58,5.0,4.69,4.79,6,moderate,1
L01720,H01391,Nashville,private_room,142.26,4.44,4.27,4.6,6,flexible,1
L01721,H00802,San Francisco,entire_home,208.98,5.0,4.34,4.42,2,flexible,0
L01722,H01209,Denver,private_room,98.86,4.41,4.31,4.38,2,moderate,0
L01723,H00204,New York,private_room,185.64,4.58,4.78,4.47,37,strict,1
L01724,H00141,Chicago,entire_home,117.21,5.0,4.76,4.13,8,strict,0
L01725,H00381,New York,private_room,182.26,4.24,4.27,4.31,2,moderate,0
L01726,H00133,Austin,entire_home,152.36,3.88,4.38,4.58,7,moderate,0
L01727,H00403,Nashville,private_room,151.85,4.73,4.95,3.92,17,strict,0
L01728,H00863,New York,entire_home,320.43,4.84,4.64,3.85,2,strict,0
L01729,H01256,San Francisco,entire_home,258.51,4.44,4.67,3.71,9,strict,1
L01730,H00013,San Francisco,hotel_room,125.04,4.48,5.0,3.98,13,flexible,0
L01731,H01365,Austin,entire_home,218.67,4.78,4.63,4.34,7,moderate,0
L01732,H01383,New York,entire_home,176.71,4.37,4.39,4.39,25,moderate,1
L01733,H00372,Seattle,entire_home,113.13,4.42,4.37,4.12,7,strict,0
L01734,H01200,Chicago,entire_home,139.59,4.81,4.34,4.13,9,moderate,1
L01735,H01286,Austin,entire_home,244.44,4.83,4.84,4.06,9,moderate,0
L01736,H00738,Los Angeles,entire_home,108.18,4.55,4.77,4.53,24,moderate,0
L01737,H01123,Seattle,private_room,138.04,4.31,4.67,4.34,19,moderate,1
L01738,H00689,Denver,private_room,243.88,4.79,4.58,4.51,4,flexible,1
L01739,H00141,New York,entire_home,255.29,4.64,4.75,4.33,11,moderate,1
L01740,H00531,Miami,entire_home,176.54,4.27,4.08,4.29,4,moderate,1
L01741,H00219,Denver,entire_home,117.78,4.28,4.5,4.5,12,flexible,1
L01742,H00312,Nashville,entire_home,205.47,4.42,4.43,4.55,3,strict,0
L01743,H00248,Seattle,entire_home,75.33,4.97,4.03,4.88,16,strict,0
L01744,H00176,Los Angeles,entire_home,100.58,4.25,4.77,4.67,20,moderate,1
L01745,H00454,Boston,entire_home,298.92,5.0,4.54,5.0,9,flexible,0
L01746,H00962,Seattle,entire_home,288.69,4.94,4.6,4.17,12,strict,1
L01747,H01156,New York,entire_home,116.19,4.75,4.53,4.08,14,strict,1
L01748,H00948,Denver,entire_home,89.98,4.4,4.19,4.28,25,strict,0
L01749,H01453,San Francisco,entire_home,91.26,5.0,4.04,4.7,10,flexible,1
L01750,H01076,Boston,entire_home,120.54,4.54,3.9,4.22,15,flexible,1
L01751,H00270,Denver,entire_home,176.48,4.36,4.28,4.85,2,flexible,0
L01752,H00737,Boston,entire_home,111.3,4.42,4.56,4.02,10,moderate,1
L01753,H00849,Boston,private_room,138.91,4.09,5.0,4.06,6,moderate,1
L01754,H01441,Austin,entire_home,140.3,4.26,3.8,4.47,24,flexible,0
L01755,H00317,Chicago,entire_home,232.75,4.32,3.78,5.0,8,moderate,1
L01756,H01236,Chicago,entire_home,111.09,4.51,4.3,4.65,7,flexible,1
L01757,H00819,Boston,entire_home,159.12,4.49,4.74,4.66,4,moderate,0
L01758,H00163,Nashville,entire_home,430.57,4.12,4.67,4.14,15,flexible,1
L01759,H00697,San Francisco,entire_home,158.78,4.44,4.43,4.32,15,moderate,1
L01760,H01094,Boston,entire_home,155.44,4.47,3.81,4.58,5,flexible,0
L01761,H00225,Los Angeles,entire_home,141.75,4.41,3.94,3.84,8,strict,1
L01762,H00420,Denver,private_room,168.48,4.62,4.89,4.36,14,flexible,0
L01763,H01448,Miami,private_room,164.52,4.66,4.6,4.93,9,flexible,1
L01764,H00411,Los Angeles,entire_home,194.39,4.72,4.83,4.88,8,flexible,1
L01765,H01333,Los Angeles,entire_home,322.45,4.14,4.78,5.0,5,moderate,0
L01766,H01275,Nashville,entire_home,133.5,4.27,5.0,4.34,6,flexible,0
L01767,H01181,Los Angeles,entire_home,137.29,4.36,4.35,3.95,22,moderate,1
L01768,H00007,Miami,entire_home,334.67,4.78,4.37,4.31,17,moderate,1
L01769,H01122,Austin,entire_home,131.55,4.62,4.63,4.5,6,moderate,0
L01770,H00966,Seattle,entire_home,146.8,4.5,4.9,4.75,16,flexible,1
L01771,H00849,New York,entire_home,168.86,4.5,3.92,4.53,10,strict,0
L01772,H00227,Nashville,entire_home,130.25,4.92,4.31,4.62,7,flexible,0
L01773,H00185,Boston,entire_home,178.53,5.0,4.45,4.32,21,moderate,1
L01774,H00084,Boston,entire_home,96.8,4.49,4.52,4.33,9,moderate,1
L01775,H00607,Austin,hotel_room,72.57,4.37,4.74,4.2,6,flexible,1
L01776,H01297,New York,private_room,88.25,3.9,4.99,4.0,8,moderate,0
L01777,H00282,Seattle,entire_home,276.65,4.68,4.8,4.29,17,moderate,1
L01778,H01099,Denver,entire_home,407.56,4.56,4.54,4.58,25,moderate,1
L01779,H00031,New York,entire_home,79.05,4.83,4.56,4.66,22,flexible,0
L01780,H01478,Boston,entire_home,170.79,4.84,4.54,4.58,17,strict,1
L01781,H00807,Austin,entire_home,226.15,4.51,5.0,4.52,26,flexible,1
L01782,H00869,New York,entire_home,108.22,4.15,4.79,4.3,16,flexible,1
L01783,H01259,San Francisco,private_room,214.69,4.95,4.14,4.98,12,moderate,1
L01784,H00956,Boston,entire_home,218.21,4.33,4.45,4.51,13,moderate,1
L01785,H01255,San Francisco,entire_home,170.76,4.97,4.24,4.39,15,flexible,1
L01786,H00841,Austin,entire_home,247.93,4.76,4.89,4.72,22,moderate,1
L01787,H00163,Boston,entire_home,158.54,3.97,3.92,4.99,18,flexible,0
L01788,H00265,Boston,entire_home,269.06,4.43,4.3,4.75,6,strict,1
L01789,H01478,Nashville,entire_home,185.45,4.35,4.34,4.74,25,flexible,0
L01790,H00882,Los Angeles,entire_home,221.83,3.67,4.34,4.34,1,flexible,1
L01791,H00130,Nashville,entire_home,340.9,4.13,4.21,5.0,5,flexible,1
L01792,H01099,Boston,entire_home,140.15,4.08,4.4,4.94,12,moderate,1
L01793,H01247,Seattle,entire_home,122.82,4.82,4.86,4.51,15,strict,1
L01794,H00370,Miami,entire_home,173.94,4.37,4.6,4.46,13,strict,1
L01795,H00349,Boston,private_room,103.21,4.5,4.66,4.72,12,strict,0
L01796,H00905,New York,entire_home,68.63,4.55,4.83,4.48,0,moderate,1
L01797,H00019,Los Angeles,entire_home,75.56,5.0,4.77,5.0,13,flexible,1
L01798,H01038,Denver,entire_home,239.97,4.55,3.88,4.94,13,moderate,1
L01799,H01428,Boston,private_room,126.43,4.37,4.51,4.3,22,flexible,0
L01800,H00402,San Francisco,entire_home,77.75,4.35,4.5,4.39,15,flexible,1
L01801,H00425,New York,private_room,127.1,4.42,4.03,4.05,14,moderate,0
L01802,H00789,San Francisco,entire_home,109.88,4.68,5.0,5.0,9,moderate,1
L01803,H00493,Los Angeles,entire_home,100.35,4.45,4.09,4.69,6,moderate,1
L01804,H00331,Boston,private_room,134.57,4.26,4.33,3.95,2,moderate,0
L01805,H00272,Denver,entire_home,267.22,4.57,4.44,4.29,14,strict,1
L01806,H00361,Seattle,private_room,200.24,4.91,4.81,3.96,14,strict,1
L01807,H00011,Seattle,entire_home,143.83,4.58,4.4,4.53,16,flexible,1
L01808,H00830,Miami,private_room,188.69,4.37,4.21,4.28,16,moderate,0
L01809,H00839,Chicago,entire_home,222.66,4.6,5.0,4.33,21,moderate,0
L01810,H01277,Los Angeles,private_room,194.98,3.88,4.61,4.93,12,strict,1
L01811,H00954,Chicago,entire_home,194.41,4.47,4.01,4.55,17,strict,1
L01812,H00209,Miami,entire_home,141.21,4.28,4.54,4.55,9,flexible,0
L01813,H00026,San Francisco,entire_home,383.27,3.99,4.74,4.33,11,flexible,1
L01814,H00447,New York,hotel_room,153.01,4.97,4.62,4.44,8,moderate,1
L01815,H00116,Miami,private_room,196.46,4.39,4.72,4.64,4,flexible,0
L01816,H00426,New York,entire_home,122.54,4.29,4.63,5.0,7,moderate,1
L01817,H00197,San Francisco,entire_home,224.06,4.57,4.26,4.52,2,moderate,1
L01818,H00155,Chicago,entire_home,260.54,4.11,3.93,4.29,18,flexible,0
L01819,H01149,Denver,private_room,202.85,4.34,4.93,4.55,12,moderate,1
L01820,H01180,Miami,private_room,252.32,4.32,4.46,4.49,14,moderate,0
L01821,H00401,San Francisco,entire_home,260.54,4.48,4.62,5.0,24,strict,1
L01822,H00618,New York,hotel_room,249.66,5.0,4.44,4.38,5,flexible,0
L01823,H01325,Nashville,entire_home,158.22,5.0,4.4,4.52,2,flexible,1
L01824,H00493,New York,private_room,215.54,4.08,4.84,4.72,9,flexible,0
L01825,H01110,Austin,entire_home,144.67,4.56,4.45,4.55,13,moderate,0
L01826,H00824,Seattle,entire_home,171.43,4.34,4.75,4.83,7,flexible,1
L01827,H00009,San Francisco,private_room,133.69,4.63,3.96,4.5,2,flexible,0
L01828,H00273,San Francisco,private_room,87.09,4.11,4.0,4.34,8,moderate,0
L01829,H00296,Los Angeles,entire_home,227.53,5.0,4.25,4.63,27,strict,0
L01830,H00564,Chicago,entire_home,118.03,4.52,3.68,4.58,9,flexible,1
L01831,H00012,Chicago,private_room,215.23,4.35,4.55,4.71,10,moderate,1
L01832,H00662,Los Angeles,entire_home,243.48,4.32,4.11,4.3,27,moderate,1
L01833,H01319,San Francisco,private_room,150.51,4.6,4.38,4.68,33,flexible,1
L01834,H01366,San Francisco,entire_home,277.42,4.26,4.35,4.93,21,strict,1
L01835,H00551,Austin,private_room,138.34,4.36,4.27,3.88,21,flexible,1
L01836,H00305,Miami,private_room,137.58,4.67,4.0,4.48,12,flexible,0
L01837,H00631,Chicago,entire_home,138.53,4.18,4.67,4.19,5,moderate,0
L01838,H00368,Chicago,entire_home,145.32,4.6,4.73,4.76,13,moderate,1
L01839,H00585,Denver,entire_home,144.2,4.69,4.7,4.49,1,flexible,1
L01840,H00629,Boston,private_room,150.46,4.09,4.4,4.24,15,moderate,1
L01841,H00733,Chicago,entire_home,514.38,4.58,4.45,4.28,11,moderate,1
L01842,H01173,Boston,entire_home,109.64,4.57,4.05,5.0,13,moderate,1
L01843,H00697,New York,entire_home,290.84,4.81,4.41,4.4,17,strict,1
L01844,H01246,San Francisco,entire_home,155.85,4.44,4.38,4.47,4,moderate,1
L01845,H00297,Miami,private_room,140.82,4.24,4.59,4.6,10,moderate,1
L01846,H00022,Denver,entire_home,218.98,4.2,4.2,4.12,12,strict,0
L01847,H00769,Los Angeles,entire_home,210.98,4.13,4.49,4.79,4,flexible,1
L01848,H00717,Los Angeles,entire_home,118.93,4.52,4.39,4.05,21,strict,0
L01849,H01319,Chicago,entire_home,335.25,4.27,4.72,4.72,3,flexible,0
L01850,H00374,Denver,private_room,103.05,4.87,5.0,4.23,10,moderate,0
L01851,H00409,San Francisco,private_room,189.39,4.57,4.76,4.45,21,moderate,0
L01852,H00917,Miami,private_room,112.53,4.65,4.47,4.83,9,moderate,1
L01853,H00301,Miami,entire_home,113.35,4.58,4.37,4.21,8,moderate,1
L01854,H00359,Austin,entire_home,260.68,4.49,4.63,4.38,14,moderate,1
L01855,H00227,Boston,entire_home,150.69,4.93,3.88,4.29,21,moderate,1
L01856,H00714,Los Angeles,entire_home,225.25,4.03,4.33,4.6,10,flexible,0
L01857,H00877,Seattle,private_room,117.98,4.54,4.62,4.07,31,moderate,1
L01858,H00502,Boston,entire_home,76.43,4.1,4.12,4.28,22,flexible,1
L01859,H00699,San Francisco,private_room,209.32,4.0,4.47,4.56,9,moderate,1
L01860,H00335,Los Angeles,private_room,203.33,4.14,4.72,5.0,17,flexible,1
L01861,H00398,Denver,entire_home,132.66,5.0,4.73,4.54,6,flexible,0
L01862,H01255,Miami,entire_home,198.89,4.42,4.07,4.4,21,moderate,0
L01863,H00302,Miami,entire_home,138.13,4.58,4.08,4.37,4,moderate,0
L01864,H01151,Chicago,entire_home,324.37,5.0,4.32,5.0,2,moderate,0
L01865,H01362,Nashville,entire_home,276.04,4.22,4.82,4.77,5,moderate,1
L01866,H00315,Boston,entire_home,130.46,4.48,4.32,4.07,17,moderate,1
L01867,H00894,Chicago,entire_home,159.04,4.46,4.5,3.75,6,flexible,1
L01868,H00248,Boston,entire_home,360.87,4.81,4.51,4.03,10,flexible,0
L01869,H01089,Austin,entire_home,200.71,4.92,4.53,4.51,11,strict,0
L01870,H00292,Denver,private_room,185.71,4.22,4.56,4.48,8,flexible,1
L01871,H00367,Chicago,entire_home,217.08,4.31,4.88,4.53,16,moderate,1
L01872,H00791,Nashville,hotel_room,318.23,4.92,4.46,5.0,13,strict,1
L01873,H00592,Miami,hotel_room,125.67,4.32,4.25,4.51,11,flexible,0
L01874,H00654,Chicago,entire_home,254.79,4.47,4.59,4.5,16,strict,1
L01875,H00858,San Francisco,entire_home,165.66,4.4,3.7,4.38,5,moderate,1
L01876,H01326,Denver,entire_home,254.21,4.85,4.42,4.57,9,strict,0
L01877,H00189,Boston,entire_home,130.48,4.64,4.0,4.68,2,moderate,0
L01878,H01228,San Francisco,entire_home,259.81,3.94,4.39,4.47,20,flexible,1
L01879,H00755,New York,entire_home,103.42,4.23,4.83,4.04,10,moderate,1
L01880,H00446,Denver,entire_home,80.4,4.41,3.83,4.1,12,flexible,1
L01881,H00779,Nashville,entire_home,208.5,4.5,4.17,4.65,3,moderate,1
L01882,H00098,Boston,entire_home,249.72,4.97,4.53,4.14,9,flexible,1
L01883,H00347,Boston,entire_home,179.09,4.64,4.72,4.36,9,moderate,0
L01884,H01225,San Francisco,entire_home,385.61,4.46,4.84,3.81,3,flexible,1
L01885,H00438,Seattle,entire_home,143.53,4.65,4.39,4.78,13,flexible,1
L01886,H01068,Denver,entire_home,294.09,4.52,4.18,4.25,17,moderate,0
L01887,H00347,Boston,entire_home,107.31,4.34,4.5,3.71,8,strict,0
L01888,H01382,San Francisco,entire_home,178.95,4.28,4.43,4.68,20,moderate,1
L01889,H01060,Los Angeles,entire_home,264.88,4.44,4.77,3.96,1,flexible,1
L01890,H00904,Austin,private_room,307.42,4.19,4.72,4.04,13,flexible,1
L01891,H00354,Austin,private_room,123.81,4.58,4.54,4.73,5,moderate,0
L01892,H01463,Austin,entire_home,89.68,4.88,4.19,4.24,15,strict,1
L01893,H01473,New York,entire_home,169.21,4.73,4.3,5.0,17,moderate,1
L01894,H00953,Los Angeles,entire_home,237.78,4.78,4.52,3.97,18,moderate,1
L01895,H00763,San Francisco,entire_home,88.55,4.29,4.89,5.0,15,strict,1
L01896,H01174,Boston,entire_home,235.76,4.16,4.27,4.1,15,moderate,1
L01897,H00126,Nashville,hotel_room,475.51,4.8,4.62,4.33,19,moderate,1
L01898,H00907,New York,entire_home,78.82,4.64,4.73,4.1,8,moderate,1
L01899,H00242,Boston,entire_home,50.64,4.48,5.0,4.82,26,strict,1
L01900,H00852,Nashville,hotel_room,76.5,4.74,4.81,4.98,7,flexible,0
L01901,H01052,Miami,entire_home,323.59,4.46,4.35,4.31,33,flexible,1
L01902,H00227,Austin,entire_home,128.96,5.0,3.68,4.35,9,strict,0
L01903,H01130,Boston,entire_home,118.12,4.74,4.15,3.92,14,strict,0
L01904,H01171,Boston,entire_home,122.75,4.54,4.3,4.86,5,strict,0
