ticket_id,booking_id,issue_category,contact_channel,priority_initial,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by,guest_account_age_days,guest_past_bookings_count,guest_past_support_tickets_12m,guest_past_refund_requests_12m,guest_lifetime_booking_value,guest_id_verified,host_superhost,host_response_rate,host_cancellation_rate_12m,host_avg_response_time_minutes,host_past_guest_complaints_12m,host_avg_rating,market,property_type,nightly_price,listing_review_score,listing_cleanliness_score,listing_accuracy_score,listing_review_count,cancellation_policy,instant_book_enabled,same_week_checkin_flag,strict_policy_flag,host_cancelled_booking_flag,high_value_booking_flag,sentiment_score,urgency_score,time_to_first_agent_response_minutes,message_count_first_30min,senior_agent_routing,rebooking_coupon_offered,repeat_contact_probability,repeat_contact_7d,escalation_probability,escalated,resolution_hours,csat_score,poor_csat,long_resolution
T005264,B005264,policy_question,phone,low,G02009,H00674,L01447,4,3,412.16,completed,none,2047,3,3,1,2079.63,1,0,0.869,0.085,17.8,1,4.51,Denver,hotel_room,83.75,4.72,4.55,4.99,3,strict,1,1,1,0,0,-0.176,0.826,46.0,8,0,0,0.699,1,0.425,0,23.2,4,0,0
T005265,B005265,refund_request,chat,medium,G03407,H00917,L00693,5,34,803.95,completed,none,174,6,1,1,1093.86,1,1,0.944,0.018,115.5,3,4.98,Boston,entire_home,138.52,4.92,4.2,4.09,6,strict,0,0,1,0,0,-0.216,0.491,12.4,1,1,0,0.186,0,0.106,0,11.92,5,0,0
T005266,B005266,listing_not_as_described,phone,low,G01845,H00812,L01936,6,32,424.92,completed,none,1577,3,0,1,2018.88,1,0,0.847,0.026,63.1,5,3.99,Seattle,entire_home,65.67,4.67,4.45,4.45,9,moderate,1,0,0,0,0,-0.048,0.476,40.6,4,0,0,0.211,0,0.111,0,8.53,4,0,0
T005267,B005267,refund_request,chat,low,G01605,H00563,L00727,9,43,1633.85,completed,none,580,5,2,0,983.91,1,0,0.857,0.056,169.1,1,4.18,Los Angeles,entire_home,162.93,4.96,4.77,4.56,10,moderate,0,0,0,0,1,-0.885,0.295,13.2,1,0,1,0.345,0,0.141,0,1.81,4,0,0
T005268,B005268,policy_question,email,low,G01426,H00356,L01363,9,3,1242.21,completed,none,2344,4,2,1,2673.52,1,1,0.864,0.024,50.5,1,4.29,Boston,private_room,135.5,4.59,4.37,4.48,8,strict,1,1,1,0,0,-0.193,0.6,46.2,1,0,1,0.407,0,0.156,0,19.9,5,0,0
T005269,B005269,refund_request,chat,low,G00999,H00765,L02151,6,27,1297.31,completed,none,1465,4,0,3,871.09,1,1,0.803,0.063,103.3,1,4.54,Boston,entire_home,188.98,4.28,4.31,4.05,5,flexible,1,0,0,0,0,-0.001,0.235,48.2,1,0,0,0.165,0,0.102,0,3.62,4,0,0
T005270,B005270,policy_question,self_serve,low,G03669,H01173,L00260,6,40,1248.32,completed,none,2195,6,0,0,830.56,0,0,0.778,0.015,169.9,0,4.57,Austin,entire_home,173.99,4.42,4.79,4.52,25,moderate,1,0,0,0,0,0.228,0.518,35.6,3,0,0,0.218,0,0.113,0,12.96,5,0,0
T005271,B005271,checkin_problem,email,low,G03076,H01476,L00897,1,16,254.65,cancelled,guest,2977,3,1,0,1422.77,0,0,0.837,0.076,43.1,2,4.93,Austin,entire_home,219.56,5.0,4.1,4.23,15,strict,1,0,1,0,0,0.386,0.337,18.2,2,0,0,0.266,1,0.237,0,24.0,4,0,0
T005272,B005272,safety_issue,chat,low,G03701,H00479,L01910,4,19,722.64,completed,none,1089,7,1,0,1413.38,1,0,0.88,0.082,226.3,2,4.63,Boston,entire_home,159.31,4.27,3.89,4.39,17,strict,0,0,1,0,0,-1.0,0.792,66.7,3,1,0,0.742,0,0.595,1,15.79,4,0,0
T005273,B005273,policy_question,self_serve,high,G03831,H00581,L02701,8,34,924.59,completed,none,2266,5,0,0,2052.68,1,0,0.868,0.141,133.4,3,4.97,Chicago,private_room,105.14,4.33,4.35,4.63,25,strict,0,0,1,0,0,0.17,0.312,4.4,1,0,0,0.294,0,0.129,0,2.57,5,0,0
T005274,B005274,payment_problem,chat,low,G01069,H00410,L02762,7,41,1621.66,completed,none,2318,6,1,0,1084.32,1,0,0.62,0.019,51.8,3,4.72,Seattle,entire_home,204.69,4.46,4.4,4.53,7,flexible,1,0,0,0,1,-0.326,0.603,27.5,1,0,0,0.349,0,0.142,1,20.57,4,0,0
T005275,B005275,host_cancellation,chat,low,G02152,H00465,L00397,4,11,955.23,completed,none,1497,4,1,2,1101.95,1,1,0.769,0.056,58.6,2,4.74,Los Angeles,private_room,187.7,4.89,4.62,4.55,2,moderate,0,0,0,0,0,-0.811,0.551,84.8,2,1,0,0.544,1,0.352,0,15.73,4,0,0
T005276,B005276,safety_issue,email,medium,G03663,H00675,L01333,5,39,880.14,completed,none,116,4,2,1,4502.48,1,1,0.907,0.053,84.4,1,4.61,Boston,entire_home,150.42,4.14,4.26,4.2,14,strict,0,0,1,0,0,-1.0,0.658,20.4,1,1,0,0.697,0,0.573,1,13.92,4,0,0
T005277,B005277,refund_request,email,medium,G03013,H00777,L00981,1,3,188.71,completed,none,1902,7,0,0,3345.69,1,1,0.822,0.066,157.2,2,4.7,New York,entire_home,166.77,4.01,4.5,4.39,8,flexible,0,1,0,0,0,-0.099,0.692,22.8,3,0,0,0.416,0,0.159,0,2.7,5,0,0
T005278,B005278,refund_request,chat,low,G01609,H01059,L02328,4,-1,508.12,completed,none,1641,6,0,0,1222.36,1,0,0.907,0.049,130.9,4,4.61,Chicago,entire_home,106.78,4.66,4.83,4.38,5,strict,0,1,1,0,0,0.486,0.457,63.6,2,0,0,0.405,0,0.156,1,53.74,3,0,1
T005279,B005279,refund_request,chat,medium,G03297,H00744,L00874,7,21,2380.6,completed,none,2380,5,1,0,584.29,1,1,0.887,0.061,131.5,1,4.57,Austin,private_room,309.43,4.81,4.28,5.0,13,flexible,0,0,0,0,1,0.299,0.459,6.5,7,0,0,0.223,0,0.114,1,11.73,4,0,0
T005280,B005280,safety_issue,email,high,G01585,H00004,L01003,4,31,547.71,completed,none,54,4,3,0,1279.56,1,0,0.687,0.071,70.9,3,4.67,New York,entire_home,113.79,4.25,4.66,4.69,23,strict,0,0,1,0,0,-0.207,0.732,78.3,3,1,0,0.738,0,0.593,0,3.37,5,0,0
T005281,B005281,checkin_problem,email,high,G03026,H00413,L00521,2,17,514.34,completed,none,2106,7,1,0,2953.0,1,0,0.844,0.025,196.7,0,4.84,New York,private_room,262.43,4.59,4.93,5.0,9,moderate,1,0,0,0,0,-0.149,0.255,15.9,1,1,0,0.055,0,0.084,0,10.82,4,0,0
T005282,B005282,policy_question,chat,medium,G02942,H00524,L01503,2,28,294.6,cancelled,guest,1496,6,0,0,1226.78,0,0,0.817,0.025,129.1,2,4.48,Denver,entire_home,121.18,4.67,4.37,4.56,24,moderate,1,0,0,0,0,0.22,0.344,56.6,4,0,0,0.176,0,0.105,0,2.51,5,0,0
T005283,B005283,policy_question,self_serve,high,G01882,H01205,L00708,8,14,728.69,completed,none,635,2,0,0,1025.12,1,0,0.606,0.041,223.8,1,4.46,Nashville,entire_home,88.56,4.75,4.31,4.79,20,flexible,0,0,0,0,0,0.312,0.306,45.6,2,0,0,0.256,0,0.12,0,8.35,5,0,0
T005284,B005284,listing_not_as_described,phone,high,G00060,H01227,L01998,3,1,530.31,completed,none,2557,5,0,0,3209.1,1,0,0.8,0.037,41.7,0,4.55,Denver,entire_home,147.34,4.54,4.46,4.17,15,flexible,1,1,0,0,0,-0.549,0.718,46.3,3,1,0,0.528,1,0.344,1,30.76,2,1,1
T005285,B005285,refund_request,email,medium,G03435,H00356,L02790,8,40,2174.18,cancelled,guest,1867,4,0,1,3529.57,1,1,0.864,0.024,50.5,1,4.29,New York,private_room,229.4,4.56,4.62,4.36,17,moderate,0,0,0,0,1,0.049,0.261,29.3,1,0,0,0.156,0,0.101,0,10.32,4,0,0
T005286,B005286,refund_request,email,high,G00749,H01255,L01862,7,24,1482.3,completed,none,1241,5,0,1,1532.67,1,0,0.897,0.053,93.7,1,5.0,Miami,entire_home,198.89,4.42,4.07,4.4,21,moderate,0,0,0,0,0,0.129,0.227,3.6,1,0,0,0.159,0,0.101,0,1.69,4,0,0
T005287,B005287,listing_not_as_described,phone,medium,G00236,H01395,L00034,7,-2,2431.28,completed,none,2512,3,1,0,1668.13,1,0,0.926,0.1,169.7,0,4.78,Nashville,entire_home,312.64,4.42,4.36,5.0,22,flexible,1,1,0,0,1,-0.568,0.777,18.4,1,1,0,0.59,1,0.373,0,31.48,3,0,1
T005288,B005288,policy_question,self_serve,medium,G01071,H00925,L01985,9,20,622.33,active,none,2846,4,1,1,3288.83,1,1,0.936,0.017,140.8,3,4.84,Boston,entire_home,68.25,4.02,4.28,5.0,22,flexible,0,0,0,0,0,-0.262,0.246,25.3,1,0,0,0.15,1,0.198,1,28.04,3,0,1
T005289,B005289,checkin_problem,phone,medium,G01769,H00265,L01996,9,7,857.19,completed,none,2351,3,0,1,3132.55,1,0,0.94,0.087,206.8,1,4.9,Los Angeles,private_room,92.27,3.99,5.0,4.22,1,moderate,0,1,0,0,0,-0.274,0.666,34.8,7,0,1,0.38,1,0.281,0,13.85,4,0,0
T005290,B005290,checkin_problem,chat,high,G02342,H00010,L00438,3,22,294.62,completed,none,2662,6,2,0,1701.59,1,0,0.859,0.015,16.6,7,4.68,Boston,private_room,84.44,3.85,4.99,4.91,4,strict,1,0,1,0,0,-0.34,0.277,10.5,2,0,0,0.216,0,0.112,0,11.62,5,0,0
T005291,B005291,host_cancellation,email,medium,G01581,H01261,L01482,6,20,2894.0,completed,none,2554,2,1,0,2656.24,1,1,0.867,0.043,162.2,0,4.48,Seattle,entire_home,425.67,4.73,4.5,4.81,5,moderate,1,0,0,0,1,-0.097,0.719,39.7,2,0,1,0.406,0,0.156,0,11.68,4,0,0
T005292,B005292,policy_question,email,low,G03326,H00980,L00922,9,19,1958.98,completed,none,2008,7,2,1,1952.49,1,0,0.846,0.158,67.3,5,4.47,Chicago,entire_home,191.67,4.61,4.57,4.37,9,flexible,1,0,0,0,1,0.165,0.528,47.7,3,0,0,0.297,1,0.249,0,27.17,3,0,1
T005293,B005293,refund_request,phone,medium,G00076,H00153,L01002,9,2,1896.0,completed,none,1982,4,1,0,940.71,1,1,0.902,0.031,74.4,5,4.6,Boston,entire_home,177.8,4.3,4.42,4.55,8,moderate,0,1,0,0,1,-0.483,0.797,40.0,6,0,0,0.655,1,0.404,0,6.62,3,0,0
T005294,B005294,payment_problem,chat,low,G01654,H00515,L01399,1,29,223.69,completed,none,2384,7,2,2,2635.18,1,0,0.583,0.056,103.1,2,4.76,Los Angeles,entire_home,220.31,4.58,4.91,5.0,10,moderate,1,0,0,0,0,0.125,0.516,11.6,4,0,0,0.339,0,0.139,0,11.4,4,0,0
T005295,B005295,listing_not_as_described,email,low,G01578,H00535,L02291,5,2,3222.51,completed,none,2266,1,2,0,2744.16,1,0,0.758,0.067,127.9,2,4.97,Nashville,entire_home,632.33,4.24,4.95,4.38,15,moderate,1,1,0,0,1,-0.279,0.583,59.9,3,1,1,0.233,1,0.225,0,14.54,3,0,0
T005296,B005296,payment_problem,chat,high,G00562,H01285,L01013,2,17,433.93,completed,none,2711,0,1,0,2682.01,1,1,0.754,0.091,70.0,1,4.63,San Francisco,private_room,198.57,4.73,5.0,4.66,3,moderate,0,0,0,0,0,-0.227,0.536,9.2,2,0,0,0.262,0,0.122,0,1.38,4,0,0
T005297,B005297,host_cancellation,email,medium,G01909,H00046,L02892,4,6,933.86,completed,none,14,11,0,0,3185.55,1,0,0.88,0.014,276.2,2,4.83,San Francisco,private_room,188.38,4.87,4.81,4.86,10,flexible,0,1,0,0,0,-0.61,0.751,23.3,5,1,1,0.568,1,0.363,0,1.39,5,0,0
T005298,B005298,host_cancellation,chat,high,G03627,H01272,L01149,2,10,277.46,cancelled,host,1961,7,1,0,5858.73,1,0,0.816,0.035,99.9,2,4.5,San Francisco,entire_home,136.03,4.87,4.64,4.34,5,flexible,0,0,0,1,0,-0.849,0.39,14.4,2,0,1,0.485,0,0.178,0,14.0,5,0,0
T005299,B005299,policy_question,email,medium,G00020,H00149,L01113,3,14,273.93,completed,none,956,8,2,0,3675.51,1,0,0.79,0.029,231.6,1,4.61,Chicago,entire_home,79.3,3.9,4.26,3.83,18,strict,1,0,1,0,0,0.269,0.194,34.4,1,0,0,0.2,0,0.109,0,2.03,5,0,0
T005300,B005300,listing_not_as_described,chat,medium,G01956,H01337,L00857,6,14,952.59,completed,none,1713,10,2,0,1656.99,1,0,0.762,0.091,23.3,1,4.65,Boston,entire_home,129.05,4.96,4.53,4.12,4,strict,1,0,1,0,0,-0.515,0.328,22.3,1,0,1,0.478,0,0.176,0,18.62,5,0,0
T005301,B005301,refund_request,chat,low,G01707,H00175,L01237,9,19,3712.75,cancelled,host,994,4,0,1,2711.14,1,0,0.813,0.119,49.5,0,4.51,Boston,private_room,357.9,4.31,4.49,4.57,2,strict,0,0,1,1,1,-0.257,0.262,87.3,1,0,0,0.265,0,0.122,0,6.28,4,0,0
T005302,B005302,host_cancellation,chat,low,G01705,H01425,L02551,9,14,2001.25,completed,none,1257,5,0,0,4047.3,1,1,0.918,0.102,127.6,1,4.24,Austin,private_room,218.77,4.79,5.0,4.6,18,flexible,1,0,0,0,1,-0.306,0.8,50.5,2,1,0,0.461,0,0.171,0,6.73,5,0,0
T005303,B005303,refund_request,chat,medium,G02343,H00414,L00901,7,43,1271.0,completed,none,1233,7,2,0,1785.55,1,0,0.798,0.031,108.5,3,4.86,New York,private_room,153.61,4.89,4.56,4.38,12,flexible,1,0,0,0,0,0.107,0.18,32.8,2,0,1,0.141,0,0.098,0,8.62,5,0,0
T005304,B005304,host_cancellation,chat,low,G02907,H00253,L00920,7,35,492.38,completed,none,2974,2,2,0,3938.9,1,1,0.866,0.06,189.2,0,4.34,New York,entire_home,54.76,3.98,4.54,4.84,4,flexible,1,0,0,0,0,-0.043,0.619,21.6,2,1,1,0.275,0,0.125,0,6.62,5,0,0
T005305,B005305,refund_request,email,medium,G01438,H00336,L00692,9,1,960.83,cancelled,guest,108,2,2,0,1874.63,1,0,0.79,0.022,54.3,3,4.54,Chicago,entire_home,100.33,4.86,4.37,4.53,5,moderate,1,1,0,0,0,-0.877,0.565,57.9,1,0,0,0.555,0,0.199,1,31.99,4,0,1
T005306,B005306,refund_request,self_serve,medium,G00827,H00058,L02503,1,41,177.42,completed,none,2129,5,1,0,3568.11,1,1,0.748,0.138,47.7,5,4.77,Boston,entire_home,145.59,4.57,4.46,4.0,15,flexible,1,0,0,0,0,-0.51,0.342,41.6,1,0,0,0.542,0,0.195,0,6.43,4,0,0
T005307,B005307,policy_question,email,high,G00887,H01131,L00614,7,29,2008.18,completed,none,2879,5,1,0,1282.02,0,0,0.786,0.017,376.8,2,4.43,Denver,entire_home,234.59,5.0,4.68,4.08,14,moderate,1,0,0,0,1,0.086,0.581,22.2,3,0,0,0.238,0,0.117,0,3.84,5,0,0
T005308,B005308,host_cancellation,phone,high,G01431,H01223,L01594,9,28,2438.46,cancelled,guest,939,4,2,0,3954.02,1,1,0.844,0.025,192.6,0,4.62,Miami,private_room,237.77,4.32,4.54,4.24,12,moderate,0,0,0,0,1,-0.896,0.812,18.5,3,0,0,0.721,1,0.436,0,21.22,4,0,0
T005309,B005309,safety_issue,chat,low,G03859,H00960,L02168,8,-1,1748.92,completed,none,2588,7,1,0,752.53,1,1,0.949,0.02,42.9,1,4.77,New York,hotel_room,165.91,4.42,4.85,4.51,10,strict,0,1,1,0,1,-0.898,0.931,18.5,2,0,1,0.864,1,0.807,1,20.68,4,0,0
T005310,B005310,checkin_problem,self_serve,medium,G00738,H00705,L02900,4,30,1216.46,completed,none,1029,7,2,1,3246.78,0,1,0.949,0.09,199.4,3,4.84,Boston,entire_home,269.49,4.52,4.42,4.29,8,flexible,0,0,0,0,0,0.328,0.312,44.6,1,0,0,0.195,0,0.108,0,12.5,5,0,0
T005311,B005311,policy_question,chat,low,G02051,H01181,L01218,8,36,2086.93,completed,none,969,7,0,0,3108.11,1,0,0.591,0.052,73.5,3,3.9,Miami,entire_home,223.19,4.26,4.18,4.85,12,flexible,0,0,0,0,1,0.014,0.422,30.1,1,0,0,0.302,0,0.131,1,16.66,3,0,0
T005312,B005312,checkin_problem,phone,low,G03324,H00787,L01315,1,4,102.93,completed,none,1516,9,1,1,5306.93,1,0,0.879,0.084,59.3,0,4.72,Chicago,entire_home,103.8,4.79,4.75,4.43,23,moderate,0,1,0,0,0,-0.443,0.664,8.9,1,0,0,0.417,0,0.159,0,11.0,4,0,0
T005313,B005313,listing_not_as_described,chat,medium,G02358,H01107,L01122,5,18,937.57,completed,none,2718,3,1,1,2099.74,1,1,0.942,0.11,82.7,3,3.93,Boston,private_room,152.7,4.5,4.39,4.38,13,strict,0,0,1,0,0,-0.022,0.397,28.0,2,0,0,0.306,1,0.252,0,32.02,3,0,1
T005314,B005314,listing_not_as_described,email,low,G01031,H01284,L02113,7,35,562.02,completed,none,2040,3,0,0,2014.17,1,0,0.863,0.013,105.4,2,5.0,Boston,entire_home,63.25,4.82,4.7,4.55,11,moderate,0,0,0,0,0,-0.741,0.323,25.1,2,1,0,0.229,0,0.115,0,7.6,5,0,0
T005315,B005315,policy_question,chat,low,G03037,H01189,L00133,2,26,330.22,completed,none,774,5,1,1,2945.84,1,0,0.897,0.179,36.0,3,4.7,Miami,entire_home,168.07,4.44,4.56,5.0,28,moderate,0,0,0,0,0,-0.354,0.258,65.6,1,0,1,0.221,1,0.221,1,19.4,3,0,0
T005316,B005316,policy_question,chat,medium,G03727,H00939,L02792,8,17,1679.34,completed,none,2131,5,2,0,1233.39,1,0,0.837,0.043,76.1,3,4.69,Nashville,private_room,171.6,4.4,4.04,4.92,4,moderate,1,0,0,0,1,-0.037,0.522,17.8,1,1,1,0.133,0,0.097,0,1.91,5,0,0
T005317,B005317,policy_question,phone,low,G00055,H01319,L01849,8,12,3197.08,completed,none,2946,6,0,0,1574.92,1,0,0.803,0.145,171.6,1,5.0,Chicago,entire_home,335.25,4.27,4.72,4.72,3,flexible,0,0,0,0,1,-0.476,0.629,23.4,2,0,0,0.544,0,0.196,0,1.82,5,0,0
T005318,B005318,listing_not_as_described,self_serve,low,G02332,H01103,L00859,2,21,363.62,completed,none,1736,3,1,1,1502.31,0,0,0.902,0.072,180.9,4,4.59,New York,entire_home,159.38,4.29,4.5,4.45,9,flexible,1,0,0,0,0,-0.216,0.18,81.8,1,0,0,0.155,0,0.101,0,15.83,4,0,0
T005319,B005319,host_cancellation,chat,low,G00138,H00780,L02656,4,7,340.11,active,none,393,6,1,1,733.53,1,0,0.781,0.084,62.9,3,4.65,Austin,private_room,81.48,4.83,4.7,4.33,13,strict,1,1,1,0,0,-0.424,0.573,45.9,2,0,0,0.67,1,0.411,1,13.61,3,0,0
T005320,B005320,checkin_problem,chat,medium,G00458,H00279,L00759,9,5,1808.42,completed,none,1082,3,0,1,2203.88,1,0,0.746,0.151,102.4,2,4.38,Nashville,private_room,172.21,4.73,4.27,4.92,8,flexible,1,1,0,0,1,-0.353,0.762,59.5,2,0,1,0.587,1,0.371,1,17.62,3,0,0
T005321,B005321,checkin_problem,phone,low,G02736,H00830,L01251,3,40,359.88,completed,none,362,3,3,0,4491.43,1,1,0.886,0.023,51.6,4,4.52,New York,entire_home,115.31,4.45,4.3,3.52,17,moderate,1,0,0,0,0,0.018,0.426,35.5,1,0,1,0.287,1,0.245,1,50.79,3,0,1
T005322,B005322,policy_question,email,high,G01455,H01042,L02103,1,18,119.72,completed,none,2709,2,1,2,1514.52,1,0,0.596,0.023,352.6,2,5.0,Denver,entire_home,112.16,4.74,4.6,4.47,15,flexible,1,0,0,0,0,-0.02,0.249,46.7,1,0,0,0.229,0,0.115,0,11.28,5,0,0
T005323,B005323,checkin_problem,chat,low,G03493,H00822,L02504,7,42,1373.32,completed,none,1404,8,0,0,4015.58,1,1,0.755,0.041,21.7,1,4.49,Chicago,entire_home,167.32,4.4,4.87,4.28,18,flexible,0,0,0,0,0,0.216,0.443,20.2,2,0,0,0.209,0,0.111,1,21.97,4,0,0
T005324,B005324,refund_request,email,medium,G00226,H00662,L01907,3,19,962.73,completed,none,294,3,0,0,2524.56,1,0,0.734,0.143,93.3,2,5.0,Miami,entire_home,276.95,4.92,3.95,4.45,16,moderate,1,0,0,0,0,-0.245,0.341,50.4,1,1,0,0.227,0,0.114,0,35.39,4,0,1
T005325,B005325,checkin_problem,phone,low,G00349,H00336,L01317,9,11,2049.04,completed,none,1061,3,1,0,909.29,1,0,0.79,0.022,54.3,3,4.54,Los Angeles,entire_home,196.2,4.45,3.83,4.19,18,flexible,1,0,0,0,1,-0.12,0.451,14.3,4,0,1,0.202,0,0.109,0,3.6,5,0,0
T005326,B005326,safety_issue,self_serve,low,G01263,H01247,L00484,3,28,894.59,active,none,1702,6,0,0,659.13,0,1,0.783,0.056,232.5,0,4.6,Austin,entire_home,258.01,4.55,4.27,3.93,8,flexible,1,0,0,0,0,-1.0,0.648,74.7,2,1,0,0.623,1,0.72,1,11.43,4,0,0
T005327,B005327,host_cancellation,chat,low,G01392,H00269,L02225,1,26,121.95,active,none,2867,1,1,1,1542.98,1,0,0.902,0.03,127.9,1,4.45,Nashville,entire_home,96.51,5.0,4.38,4.27,5,moderate,0,0,0,0,0,-0.431,0.639,56.7,3,1,0,0.343,0,0.14,0,7.13,5,0,0
T005328,B005328,host_cancellation,chat,low,G02878,H00291,L00687,2,11,429.51,completed,none,922,3,0,1,1963.98,1,0,0.882,0.025,95.0,1,4.71,Los Angeles,entire_home,182.3,4.72,4.36,4.76,17,flexible,0,0,0,0,0,-0.332,0.241,32.9,4,0,1,0.205,1,0.216,1,36.32,3,0,1
T005329,B005329,policy_question,self_serve,low,G01758,H00818,L00163,6,15,946.44,completed,none,2205,8,2,0,2371.84,1,0,0.609,0.044,79.7,2,4.57,Chicago,private_room,131.39,4.54,4.46,4.65,7,moderate,0,0,0,0,0,-0.878,0.248,36.6,2,0,1,0.437,1,0.304,1,9.84,3,0,0
T005330,B005330,policy_question,email,medium,G00629,H00454,L02729,2,37,216.37,completed,none,1520,9,1,0,6603.59,1,1,0.687,0.088,121.0,2,4.79,Denver,private_room,97.58,4.24,4.24,4.73,34,flexible,1,0,0,0,0,-0.466,0.26,29.8,1,0,0,0.472,0,0.174,0,14.57,5,0,0
T005331,B005331,refund_request,chat,high,G00675,H00292,L01526,5,4,1447.03,completed,none,2720,5,4,0,2585.15,1,1,0.787,0.091,77.6,3,4.69,Boston,entire_home,259.25,4.62,4.53,4.94,14,flexible,1,1,0,0,0,-0.009,0.474,21.8,6,0,1,0.425,0,0.161,0,2.95,5,0,0
T005332,B005332,policy_question,chat,medium,G03512,H00246,L00890,3,11,552.43,completed,none,2929,4,0,0,1891.24,1,0,0.704,0.058,67.0,1,4.29,Austin,entire_home,169.8,4.54,4.65,4.99,7,moderate,0,0,0,0,0,-0.507,0.282,45.1,3,0,0,0.461,0,0.171,0,5.75,5,0,0
T005333,B005333,payment_problem,email,medium,G03016,H01257,L01613,5,15,540.06,cancelled,guest,1679,5,1,1,1276.13,1,0,0.966,0.02,309.3,1,4.8,Austin,entire_home,95.7,4.52,4.74,4.19,9,moderate,0,0,0,0,0,0.23,0.297,37.5,1,0,0,0.163,0,0.102,0,6.3,5,0,0
T005334,B005334,policy_question,email,low,G02488,H01470,L01075,8,4,3861.86,completed,none,1487,6,2,1,3410.39,0,0,0.663,0.037,114.4,2,4.83,Los Angeles,private_room,420.23,4.61,4.64,4.81,12,moderate,1,1,0,0,1,-0.301,0.765,143.8,2,0,1,0.511,1,0.431,0,20.18,3,0,0
T005335,B005335,checkin_problem,phone,low,G00727,H01365,L01731,4,7,936.39,completed,none,1618,4,1,1,811.77,1,0,0.764,0.02,345.9,4,4.62,Austin,entire_home,218.67,4.78,4.63,4.34,7,moderate,0,1,0,0,0,-0.424,0.647,23.8,1,1,0,0.267,1,0.238,0,9.76,4,0,0
T005336,B005336,checkin_problem,self_serve,high,G01624,H01102,L02789,1,27,158.59,cancelled,host,984,6,3,0,1726.72,1,0,0.833,0.091,69.7,5,4.74,New York,entire_home,127.83,4.38,3.88,4.11,13,moderate,0,0,0,1,0,-0.667,0.46,32.6,3,1,0,0.459,0,0.171,0,6.6,5,0,0
T005337,B005337,refund_request,chat,low,G01347,H00421,L00301,2,19,485.2,completed,none,521,6,1,0,1076.9,0,1,0.74,0.067,135.3,1,4.45,Boston,entire_home,212.94,4.49,4.56,4.38,6,flexible,1,0,0,0,0,0.07,0.287,79.6,2,1,0,0.164,0,0.102,0,5.68,5,0,0
T005338,B005338,host_cancellation,email,low,G01521,H01227,L00699,2,-1,662.41,completed,none,814,2,0,0,683.12,1,0,0.8,0.037,41.7,0,4.55,Miami,entire_home,280.2,3.94,4.83,4.66,17,moderate,1,1,0,0,0,-1.0,0.763,154.0,5,1,1,0.582,1,0.466,1,24.76,4,0,1
T005339,B005339,refund_request,phone,low,G02636,H00791,L01872,7,38,2480.19,completed,none,2377,6,0,0,3324.91,1,0,0.834,0.072,127.2,5,4.57,Nashville,hotel_room,318.23,4.92,4.46,5.0,13,strict,1,0,1,0,1,-0.143,0.657,99.5,4,1,0,0.282,0,0.177,1,15.06,4,0,0
T005340,B005340,host_cancellation,chat,low,G00432,H00964,L00045,8,16,1850.24,active,none,47,6,0,1,2773.6,1,1,0.885,0.02,131.6,1,4.95,Los Angeles,private_room,206.63,4.84,4.87,4.7,4,moderate,1,0,0,0,1,-0.365,0.773,15.3,1,0,1,0.413,1,0.294,0,14.0,4,0,0
T005341,B005341,refund_request,chat,medium,G03963,H00253,L00920,6,40,413.72,completed,none,2777,1,1,0,496.07,1,1,0.866,0.06,189.2,0,4.34,New York,entire_home,54.76,3.98,4.54,4.84,4,flexible,1,0,0,0,0,-0.265,0.348,43.7,1,0,0,0.191,0,0.107,0,15.01,5,0,0
T005342,B005342,policy_question,chat,low,G02708,H01041,L00176,5,5,550.3,cancelled,guest,770,4,0,0,3270.44,1,0,0.86,0.064,14.5,2,4.63,Seattle,entire_home,104.82,4.26,4.79,4.85,15,strict,1,1,1,0,0,-0.056,0.578,87.9,2,0,1,0.426,0,0.161,0,4.62,5,0,0
T005343,B005343,payment_problem,chat,low,G02712,H01034,L00382,4,34,1353.82,completed,none,2484,0,2,0,496.64,1,1,0.729,0.069,148.2,3,4.76,New York,private_room,292.91,5.0,4.62,4.42,6,flexible,1,0,0,0,0,0.896,0.316,46.7,1,0,0,0.275,1,0.24,0,2.51,3,0,0
T005344,B005344,refund_request,chat,low,G01999,H00962,L01746,8,21,2259.81,completed,none,2279,7,1,1,721.55,0,0,0.775,0.071,47.4,2,4.48,Seattle,entire_home,288.69,4.94,4.6,4.17,12,strict,1,0,1,0,1,0.109,0.211,187.1,1,0,0,0.224,0,0.161,0,4.64,5,0,0
T005345,B005345,listing_not_as_described,email,low,G03356,H00570,L02373,4,21,799.76,completed,none,701,3,3,1,2288.66,1,0,0.852,0.051,71.7,2,4.25,Los Angeles,entire_home,163.78,4.08,4.37,4.97,22,strict,0,0,1,0,0,-0.926,0.182,3.6,2,0,0,0.513,0,0.186,0,21.87,5,0,0
T005346,B005346,payment_problem,email,low,G01257,H00512,L02492,8,11,1233.31,cancelled,host,1395,5,0,0,1712.46,1,0,0.348,0.056,170.1,1,4.53,Boston,private_room,132.09,4.58,3.89,4.63,12,moderate,0,0,0,1,0,-0.011,0.234,41.3,4,0,0,0.241,0,0.117,0,4.77,4,0,0
