ticket_id,booking_id,issue_category,contact_channel,priority_initial
T004941,B004941,host_cancellation,phone,medium
T004942,B004942,refund_request,chat,medium
T004943,B004943,checkin_problem,phone,medium
T004944,B004944,refund_request,email,medium
T004945,B004945,checkin_problem,self_serve,low
T004946,B004946,host_cancellation,chat,medium
T004947,B004947,checkin_problem,chat,high
T004948,B004948,listing_not_as_described,chat,low
T004949,B004949,listing_not_as_described,chat,medium
T004950,B004950,refund_request,email,medium
T004951,B004951,payment_problem,chat,medium
T004952,B004952,host_cancellation,email,medium
T004953,B004953,policy_question,email,low
T004954,B004954,host_cancellation,phone,low
T004955,B004955,host_cancellation,chat,medium
T004956,B004956,refund_request,chat,high
T004957,B004957,payment_problem,chat,medium
T004958,B004958,refund_request,phone,low
T004959,B004959,policy_question,self_serve,medium
T004960,B004960,policy_question,chat,high
T004961,B004961,checkin_problem,self_serve,medium
T004962,B004962,host_cancellation,chat,medium
T004963,B004963,refund_request,phone,low
T004964,B004964,refund_request,chat,low
T004965,B004965,refund_request,chat,medium
T004966,B004966,checkin_problem,email,medium
T004967,B004967,host_cancellation,email,medium
T004968,B004968,listing_not_as_described,self_serve,medium
T004969,B004969,payment_problem,chat,medium
T004970,B004970,payment_problem,email,medium
T004971,B004971,listing_not_as_described,self_serve,high
T004972,B004972,host_cancellation,chat,low
T004973,B004973,policy_question,chat,low
T004974,B004974,refund_request,chat,low
T004975,B004975,listing_not_as_described,chat,high
T004976,B004976,safety_issue,email,low
T004977,B004977,checkin_problem,chat,low
T004978,B004978,host_cancellation,phone,medium
T004979,B004979,policy_question,chat,low
T004980,B004980,safety_issue,chat,medium
T004981,B004981,checkin_problem,chat,low
T004982,B004982,host_cancellation,self_serve,medium
T004983,B004983,policy_question,chat,high
T004984,B004984,refund_request,self_serve,low
T004985,B004985,policy_question,chat,low
T004986,B004986,payment_problem,self_serve,medium
T004987,B004987,refund_request,chat,medium
T004988,B004988,policy_question,chat,medium
T004989,B004989,payment_problem,chat,medium
T004990,B004990,payment_problem,chat,low
T004991,B004991,refund_request,chat,medium
T004992,B004992,checkin_problem,phone,medium
T004993,B004993,policy_question,chat,high
T004994,B004994,payment_problem,self_serve,medium
T004995,B004995,refund_request,chat,low
T004996,B004996,host_cancellation,chat,low
T004997,B004997,refund_request,self_serve,high
T004998,B004998,refund_request,phone,high
T004999,B004999,listing_not_as_described,email,medium
T005000,B005000,listing_not_as_described,email,medium
T005001,B005001,policy_question,chat,low
T005002,B005002,host_cancellation,chat,medium
T005003,B005003,policy_question,chat,medium
T005004,B005004,policy_question,chat,medium
T005005,B005005,checkin_problem,chat,low
T005006,B005006,policy_question,chat,high
T005007,B005007,payment_problem,email,low
T005008,B005008,refund_request,email,medium
T005009,B005009,refund_request,email,medium
T005010,B005010,host_cancellation,chat,low
T005011,B005011,safety_issue,self_serve,low
T005012,B005012,listing_not_as_described,email,low
T005013,B005013,refund_request,email,medium
T005014,B005014,policy_question,chat,low
T005015,B005015,listing_not_as_described,email,medium
T005016,B005016,host_cancellation,email,low
T005017,B005017,listing_not_as_described,self_serve,low
T005018,B005018,checkin_problem,email,medium
T005019,B005019,checkin_problem,chat,medium
T005020,B005020,checkin_problem,chat,medium
T005021,B005021,refund_request,phone,medium
T005022,B005022,payment_problem,chat,low
T005023,B005023,checkin_problem,phone,low
T005024,B005024,refund_request,self_serve,low
T005025,B005025,checkin_problem,chat,low
T005026,B005026,listing_not_as_described,self_serve,low
T005027,B005027,checkin_problem,phone,medium
T005028,B005028,policy_question,chat,low
T005029,B005029,host_cancellation,phone,high
T005030,B005030,refund_request,phone,medium
T005031,B005031,policy_question,self_serve,high
T005032,B005032,policy_question,phone,high
T005033,B005033,policy_question,phone,low
T005034,B005034,policy_question,email,low
T005035,B005035,checkin_problem,email,low
T005036,B005036,payment_problem,phone,medium
T005037,B005037,refund_request,phone,low
T005038,B005038,host_cancellation,email,low
T005039,B005039,host_cancellation,chat,high
T005040,B005040,policy_question,phone,medium
T005041,B005041,policy_question,phone,low
T005042,B005042,host_cancellation,chat,medium
T005043,B005043,refund_request,email,medium
T005044,B005044,listing_not_as_described,self_serve,medium
T005045,B005045,policy_question,self_serve,low
T005046,B005046,host_cancellation,phone,low
T005047,B005047,policy_question,chat,medium
T005048,B005048,refund_request,phone,high
T005049,B005049,refund_request,phone,medium
T005050,B005050,checkin_problem,chat,medium
T005051,B005051,refund_request,chat,medium
T005052,B005052,policy_question,chat,low
T005053,B005053,host_cancellation,chat,low
T005054,B005054,refund_request,email,low
T005055,B005055,listing_not_as_described,email,low
T005056,B005056,listing_not_as_described,chat,low
T005057,B005057,checkin_problem,chat,low
T005058,B005058,checkin_problem,chat,medium
T005059,B005059,host_cancellation,self_serve,medium
T005060,B005060,policy_question,chat,low
T005061,B005061,checkin_problem,chat,high
T005062,B005062,listing_not_as_described,email,medium
T005063,B005063,payment_problem,chat,low
T005064,B005064,refund_request,chat,low
T005065,B005065,payment_problem,self_serve,low
T005066,B005066,checkin_problem,email,low
T005067,B005067,host_cancellation,self_serve,medium
T005068,B005068,checkin_problem,phone,medium
T005069,B005069,listing_not_as_described,email,low
T005070,B005070,refund_request,phone,medium
T005071,B005071,payment_problem,chat,low
T005072,B005072,refund_request,phone,low
T005073,B005073,payment_problem,phone,low
T005074,B005074,listing_not_as_described,phone,medium
T005075,B005075,checkin_problem,chat,medium
T005076,B005076,refund_request,chat,low
T005077,B005077,checkin_problem,chat,low
T005078,B005078,payment_problem,chat,medium
T005079,B005079,policy_question,phone,high
T005080,B005080,refund_request,email,low
T005081,B005081,payment_problem,chat,medium
T005082,B005082,host_cancellation,self_serve,medium
T005083,B005083,host_cancellation,phone,low
T005084,B005084,payment_problem,self_serve,low
T005085,B005085,host_cancellation,chat,medium
T005086,B005086,listing_not_as_described,email,low
T005087,B005087,policy_question,phone,high
T005088,B005088,refund_request,phone,low
T005089,B005089,host_cancellation,phone,low
T005090,B005090,host_cancellation,phone,high
T005091,B005091,refund_request,self_serve,medium
T005092,B005092,policy_question,chat,medium
T005093,B005093,host_cancellation,phone,low
T005094,B005094,policy_question,chat,medium
T005095,B005095,checkin_problem,self_serve,low
T005096,B005096,payment_problem,chat,medium
T005097,B005097,refund_request,chat,high
T005098,B005098,payment_problem,email,low
T005099,B005099,host_cancellation,phone,medium
T005100,B005100,safety_issue,chat,high
T005101,B005101,policy_question,email,medium
T005102,B005102,listing_not_as_described,chat,low
T005103,B005103,checkin_problem,chat,high
T005104,B005104,host_cancellation,chat,medium
T005105,B005105,refund_request,email,low
T005106,B005106,refund_request,chat,low
T005107,B005107,listing_not_as_described,chat,low
T005108,B005108,policy_question,chat,medium
T005109,B005109,policy_question,email,low
T005110,B005110,host_cancellation,self_serve,low
T005111,B005111,policy_question,phone,medium
T005112,B005112,host_cancellation,self_serve,low
T005113,B005113,policy_question,chat,high
T005114,B005114,refund_request,email,medium
T005115,B005115,policy_question,phone,medium
T005116,B005116,host_cancellation,phone,low
T005117,B005117,refund_request,chat,high
T005118,B005118,checkin_problem,chat,low
T005119,B005119,host_cancellation,chat,medium
T005120,B005120,refund_request,self_serve,low
T005121,B005121,listing_not_as_described,phone,medium
T005122,B005122,policy_question,chat,low
T005123,B005123,policy_question,chat,medium
T005124,B005124,refund_request,self_serve,medium
T005125,B005125,payment_problem,email,low
T005126,B005126,checkin_problem,chat,medium
T005127,B005127,payment_problem,chat,medium
T005128,B005128,listing_not_as_described,chat,low
T005129,B005129,listing_not_as_described,email,medium
T005130,B005130,refund_request,chat,medium
T005131,B005131,payment_problem,chat,high
T005132,B005132,policy_question,chat,low
T005133,B005133,refund_request,chat,low
T005134,B005134,host_cancellation,chat,medium
T005135,B005135,checkin_problem,email,low
T005136,B005136,listing_not_as_described,phone,low
T005137,B005137,host_cancellation,chat,medium
T005138,B005138,checkin_problem,chat,medium
T005139,B005139,refund_request,email,low
T005140,B005140,listing_not_as_described,self_serve,medium
T005141,B005141,listing_not_as_described,email,medium
T005142,B005142,refund_request,chat,low
T005143,B005143,policy_question,phone,low
T005144,B005144,refund_request,email,medium
T005145,B005145,checkin_problem,email,low
T005146,B005146,safety_issue,chat,low
T005147,B005147,refund_request,self_serve,low
T005148,B005148,refund_request,phone,low
T005149,B005149,checkin_problem,chat,medium
T005150,B005150,host_cancellation,email,medium
T005151,B005151,host_cancellation,chat,low
T005152,B005152,checkin_problem,chat,medium
T005153,B005153,policy_question,chat,low
T005154,B005154,host_cancellation,chat,low
T005155,B005155,safety_issue,phone,low
T005156,B005156,payment_problem,phone,medium
T005157,B005157,host_cancellation,email,medium
T005158,B005158,refund_request,chat,medium
T005159,B005159,listing_not_as_described,phone,low
T005160,B005160,policy_question,chat,medium
T005161,B005161,refund_request,chat,low
T005162,B005162,checkin_problem,phone,medium
T005163,B005163,listing_not_as_described,chat,medium
T005164,B005164,checkin_problem,email,medium
T005165,B005165,checkin_problem,email,medium
T005166,B005166,refund_request,chat,low
T005167,B005167,payment_problem,chat,medium
T005168,B005168,listing_not_as_described,phone,low
T005169,B005169,refund_request,self_serve,low
T005170,B005170,host_cancellation,self_serve,medium
T005171,B005171,host_cancellation,email,medium
T005172,B005172,host_cancellation,chat,low
T005173,B005173,refund_request,chat,medium
T005174,B005174,policy_question,chat,low
T005175,B005175,policy_question,email,medium
T005176,B005176,payment_problem,phone,medium
T005177,B005177,policy_question,email,high
T005178,B005178,checkin_problem,email,medium
T005179,B005179,refund_request,chat,high
T005180,B005180,checkin_problem,email,low
T005181,B005181,refund_request,chat,low
T005182,B005182,refund_request,phone,high
T005183,B005183,policy_question,self_serve,low
T005184,B005184,policy_question,phone,low
T005185,B005185,safety_issue,chat,high
T005186,B005186,checkin_problem,phone,high
T005187,B005187,payment_problem,chat,medium
T005188,B005188,host_cancellation,email,high
T005189,B005189,checkin_problem,chat,low
T005190,B005190,safety_issue,chat,low
T005191,B005191,checkin_problem,email,low
T005192,B005192,policy_question,phone,low
T005193,B005193,listing_not_as_described,phone,medium
T005194,B005194,refund_request,chat,high
T005195,B005195,payment_problem,chat,medium
T005196,B005196,refund_request,phone,low
T005197,B005197,listing_not_as_described,phone,medium
T005198,B005198,host_cancellation,email,medium
T005199,B005199,safety_issue,chat,medium
T005200,B005200,payment_problem,chat,medium
T005201,B005201,payment_problem,chat,medium
T005202,B005202,listing_not_as_described,chat,low
T005203,B005203,payment_problem,chat,low
T005204,B005204,refund_request,chat,low
T005205,B005205,host_cancellation,self_serve,low
T005206,B005206,refund_request,chat,medium
T005207,B005207,safety_issue,chat,low
T005208,B005208,checkin_problem,chat,low
T005209,B005209,refund_request,chat,medium
T005210,B005210,policy_question,chat,medium
T005211,B005211,listing_not_as_described,phone,low
T005212,B005212,checkin_problem,self_serve,medium
T005213,B005213,listing_not_as_described,self_serve,low
T005214,B005214,refund_request,chat,low
T005215,B005215,policy_question,chat,medium
T005216,B005216,checkin_problem,chat,low
T005217,B005217,safety_issue,chat,medium
T005218,B005218,policy_question,chat,low
T005219,B005219,policy_question,email,medium
T005220,B005220,safety_issue,chat,low
T005221,B005221,checkin_problem,email,low
T005222,B005222,policy_question,self_serve,high
T005223,B005223,checkin_problem,email,medium
T005224,B005224,checkin_problem,chat,medium
T005225,B005225,checkin_problem,phone,low
T005226,B005226,policy_question,phone,high
T005227,B005227,safety_issue,chat,low
T005228,B005228,host_cancellation,phone,medium
T005229,B005229,refund_request,email,low
T005230,B005230,host_cancellation,chat,medium
T005231,B005231,host_cancellation,email,low
T005232,B005232,refund_request,phone,medium
T005233,B005233,refund_request,self_serve,low
T005234,B005234,listing_not_as_described,self_serve,low
T005235,B005235,refund_request,chat,low
T005236,B005236,host_cancellation,chat,high
T005237,B005237,refund_request,email,medium
T005238,B005238,safety_issue,email,low
T005239,B005239,checkin_problem,phone,low
T005240,B005240,checkin_problem,chat,low
T005241,B005241,policy_question,chat,medium
T005242,B005242,host_cancellation,chat,medium
T005243,B005243,policy_question,chat,high
T005244,B005244,listing_not_as_described,chat,high
T005245,B005245,policy_question,chat,medium
T005246,B005246,policy_question,email,high
T005247,B005247,refund_request,email,low
T005248,B005248,checkin_problem,chat,low
T005249,B005249,refund_request,self_serve,high
T005250,B005250,refund_request,email,low
T005251,B005251,policy_question,chat,low
T005252,B005252,policy_question,email,medium
T005253,B005253,payment_problem,chat,medium
T005254,B005254,policy_question,chat,low
T005255,B005255,checkin_problem,email,high
T005256,B005256,safety_issue,chat,medium
T005257,B005257,policy_question,chat,medium
T005258,B005258,policy_question,chat,low
T005259,B005259,payment_problem,phone,low
T005260,B005260,host_cancellation,phone,low
T005261,B005261,refund_request,chat,high
T005262,B005262,refund_request,chat,medium
T005263,B005263,policy_question,phone,medium
T005264,B005264,policy_question,phone,low
T005265,B005265,refund_request,chat,medium
T005266,B005266,listing_not_as_described,phone,low
T005267,B005267,refund_request,chat,low
T005268,B005268,policy_question,email,low
T005269,B005269,refund_request,chat,low
T005270,B005270,policy_question,self_serve,low
T005271,B005271,checkin_problem,email,low
T005272,B005272,safety_issue,chat,low
T005273,B005273,policy_question,self_serve,high
T005274,B005274,payment_problem,chat,low
T005275,B005275,host_cancellation,chat,low
T005276,B005276,safety_issue,email,medium
T005277,B005277,refund_request,email,medium
T005278,B005278,refund_request,chat,low
T005279,B005279,refund_request,chat,medium
T005280,B005280,safety_issue,email,high
T005281,B005281,checkin_problem,email,high
T005282,B005282,policy_question,chat,medium
T005283,B005283,policy_question,self_serve,high
T005284,B005284,listing_not_as_described,phone,high
T005285,B005285,refund_request,email,medium
T005286,B005286,refund_request,email,high
T005287,B005287,listing_not_as_described,phone,medium
T005288,B005288,policy_question,self_serve,medium
T005289,B005289,checkin_problem,phone,medium
T005290,B005290,checkin_problem,chat,high
T005291,B005291,host_cancellation,email,medium
T005292,B005292,policy_question,email,low
T005293,B005293,refund_request,phone,medium
T005294,B005294,payment_problem,chat,low
T005295,B005295,listing_not_as_described,email,low
T005296,B005296,payment_problem,chat,high
T005297,B005297,host_cancellation,email,medium
T005298,B005298,host_cancellation,chat,high
T005299,B005299,policy_question,email,medium
T005300,B005300,listing_not_as_described,chat,medium
T005301,B005301,refund_request,chat,low
T005302,B005302,host_cancellation,chat,low
T005303,B005303,refund_request,chat,medium
T005304,B005304,host_cancellation,chat,low
T005305,B005305,refund_request,email,medium
T005306,B005306,refund_request,self_serve,medium
T005307,B005307,policy_question,email,high
T005308,B005308,host_cancellation,phone,high
T005309,B005309,safety_issue,chat,low
T005310,B005310,checkin_problem,self_serve,medium
T005311,B005311,policy_question,chat,low
T005312,B005312,checkin_problem,phone,low
T005313,B005313,listing_not_as_described,chat,medium
T005314,B005314,listing_not_as_described,email,low
T005315,B005315,policy_question,chat,low
T005316,B005316,policy_question,chat,medium
T005317,B005317,policy_question,phone,low
T005318,B005318,listing_not_as_described,self_serve,low
T005319,B005319,host_cancellation,chat,low
T005320,B005320,checkin_problem,chat,medium
T005321,B005321,checkin_problem,phone,low
T005322,B005322,policy_question,email,high
T005323,B005323,checkin_problem,chat,low
T005324,B005324,refund_request,email,medium
T005325,B005325,checkin_problem,phone,low
T005326,B005326,safety_issue,self_serve,low
T005327,B005327,host_cancellation,chat,low
T005328,B005328,host_cancellation,chat,low
T005329,B005329,policy_question,self_serve,low
T005330,B005330,policy_question,email,medium
T005331,B005331,refund_request,chat,high
T005332,B005332,policy_question,chat,medium
T005333,B005333,payment_problem,email,medium
T005334,B005334,policy_question,email,low
T005335,B005335,checkin_problem,phone,low
T005336,B005336,checkin_problem,self_serve,high
T005337,B005337,refund_request,chat,low
T005338,B005338,host_cancellation,email,low
T005339,B005339,refund_request,phone,low
T005340,B005340,host_cancellation,chat,low
T005341,B005341,refund_request,chat,medium
T005342,B005342,policy_question,chat,low
T005343,B005343,payment_problem,chat,low
T005344,B005344,refund_request,chat,low
T005345,B005345,listing_not_as_described,email,low
T005346,B005346,payment_problem,email,low
T005347,B005347,checkin_problem,self_serve,medium
T005348,B005348,refund_request,self_serve,low
T005349,B005349,policy_question,email,medium
T005350,B005350,payment_problem,chat,low
T005351,B005351,checkin_problem,email,medium
T005352,B005352,refund_request,phone,medium
T005353,B005353,policy_question,email,medium
T005354,B005354,host_cancellation,email,high
T005355,B005355,payment_problem,phone,medium
T005356,B005356,listing_not_as_described,chat,medium
T005357,B005357,host_cancellation,chat,medium
T005358,B005358,policy_question,self_serve,medium
T005359,B005359,checkin_problem,chat,low
T005360,B005360,safety_issue,self_serve,low
T005361,B005361,refund_request,chat,medium
T005362,B005362,payment_problem,email,high
T005363,B005363,payment_problem,chat,medium
T005364,B005364,refund_request,email,high
T005365,B005365,checkin_problem,email,low
T005366,B005366,safety_issue,chat,low
T005367,B005367,refund_request,phone,medium
T005368,B005368,listing_not_as_described,chat,low
T005369,B005369,policy_question,chat,medium
T005370,B005370,host_cancellation,self_serve,low
T005371,B005371,refund_request,phone,medium
T005372,B005372,host_cancellation,email,low
T005373,B005373,policy_question,email,low
T005374,B005374,refund_request,phone,low
T005375,B005375,host_cancellation,chat,medium
T005376,B005376,listing_not_as_described,chat,low
T005377,B005377,payment_problem,email,high
T005378,B005378,policy_question,chat,low
T005379,B005379,refund_request,phone,low
T005380,B005380,refund_request,phone,low
T005381,B005381,policy_question,email,high
T005382,B005382,payment_problem,phone,low
T005383,B005383,listing_not_as_described,phone,low
T005384,B005384,listing_not_as_described,phone,medium
T005385,B005385,checkin_problem,chat,medium
T005386,B005386,host_cancellation,chat,low
T005387,B005387,listing_not_as_described,chat,low
T005388,B005388,host_cancellation,chat,low
T005389,B005389,refund_request,chat,low
T005390,B005390,checkin_problem,email,low
T005391,B005391,listing_not_as_described,phone,medium
T005392,B005392,host_cancellation,email,low
T005393,B005393,refund_request,phone,medium
T005394,B005394,listing_not_as_described,phone,low
T005395,B005395,checkin_problem,chat,medium
T005396,B005396,refund_request,phone,medium
T005397,B005397,listing_not_as_described,email,low
T005398,B005398,checkin_problem,chat,medium
T005399,B005399,checkin_problem,chat,low
T005400,B005400,policy_question,chat,low
T005401,B005401,policy_question,chat,low
T005402,B005402,host_cancellation,phone,high
T005403,B005403,checkin_problem,phone,high
T005404,B005404,safety_issue,phone,low
T005405,B005405,payment_problem,self_serve,low
T005406,B005406,refund_request,email,low
T005407,B005407,refund_request,self_serve,medium
T005408,B005408,refund_request,phone,low
T005409,B005409,listing_not_as_described,chat,high
T005410,B005410,policy_question,email,low
T005411,B005411,policy_question,chat,low
T005412,B005412,policy_question,self_serve,medium
T005413,B005413,host_cancellation,email,medium
T005414,B005414,host_cancellation,chat,low
T005415,B005415,policy_question,email,medium
T005416,B005416,safety_issue,chat,low
T005417,B005417,safety_issue,chat,medium
T005418,B005418,payment_problem,email,low
T005419,B005419,checkin_problem,chat,low
T005420,B005420,policy_question,chat,low
T005421,B005421,refund_request,self_serve,medium
T005422,B005422,listing_not_as_described,chat,low
T005423,B005423,refund_request,self_serve,low
T005424,B005424,policy_question,phone,low
T005425,B005425,listing_not_as_described,phone,medium
T005426,B005426,policy_question,chat,low
T005427,B005427,checkin_problem,chat,low
T005428,B005428,policy_question,email,low
T005429,B005429,host_cancellation,chat,medium
T005430,B005430,listing_not_as_described,chat,low
T005431,B005431,refund_request,email,medium
T005432,B005432,listing_not_as_described,self_serve,medium
T005433,B005433,policy_question,self_serve,medium
T005434,B005434,listing_not_as_described,email,low
T005435,B005435,payment_problem,phone,high
T005436,B005436,refund_request,self_serve,medium
T005437,B005437,safety_issue,phone,medium
T005438,B005438,checkin_problem,phone,medium
T005439,B005439,refund_request,self_serve,high
T005440,B005440,host_cancellation,phone,medium
T005441,B005441,checkin_problem,chat,low
T005442,B005442,payment_problem,chat,low
T005443,B005443,payment_problem,phone,low
T005444,B005444,checkin_problem,email,low
T005445,B005445,checkin_problem,chat,medium
T005446,B005446,host_cancellation,email,medium
T005447,B005447,refund_request,email,low
T005448,B005448,refund_request,chat,medium
T005449,B005449,refund_request,email,high
T005450,B005450,refund_request,email,medium
T005451,B005451,payment_problem,email,medium
T005452,B005452,host_cancellation,self_serve,medium
T005453,B005453,checkin_problem,email,low
T005454,B005454,checkin_problem,chat,medium
T005455,B005455,policy_question,email,low
T005456,B005456,listing_not_as_described,chat,low
T005457,B005457,host_cancellation,chat,medium
T005458,B005458,listing_not_as_described,chat,low
T005459,B005459,refund_request,email,low
T005460,B005460,refund_request,self_serve,medium
T005461,B005461,payment_problem,email,high
T005462,B005462,refund_request,chat,low
T005463,B005463,listing_not_as_described,phone,low
T005464,B005464,listing_not_as_described,chat,high
T005465,B005465,listing_not_as_described,email,low
T005466,B005466,safety_issue,chat,medium
T005467,B005467,refund_request,email,medium
T005468,B005468,host_cancellation,chat,medium
T005469,B005469,checkin_problem,chat,medium
T005470,B005470,host_cancellation,phone,medium
T005471,B005471,refund_request,phone,medium
T005472,B005472,payment_problem,phone,low
T005473,B005473,policy_question,chat,medium
T005474,B005474,payment_problem,chat,medium
T005475,B005475,host_cancellation,chat,medium
T005476,B005476,host_cancellation,chat,low
T005477,B005477,host_cancellation,phone,low
T005478,B005478,checkin_problem,chat,medium
T005479,B005479,policy_question,chat,medium
T005480,B005480,policy_question,self_serve,low
T005481,B005481,host_cancellation,chat,high
T005482,B005482,listing_not_as_described,chat,low
T005483,B005483,policy_question,chat,low
T005484,B005484,policy_question,email,medium
T005485,B005485,payment_problem,email,medium
T005486,B005486,safety_issue,self_serve,low
T005487,B005487,safety_issue,chat,low
T005488,B005488,refund_request,chat,high
T005489,B005489,refund_request,email,low
T005490,B005490,policy_question,self_serve,low
T005491,B005491,host_cancellation,chat,medium
T005492,B005492,policy_question,chat,low
T005493,B005493,policy_question,email,medium
T005494,B005494,payment_problem,self_serve,low
T005495,B005495,policy_question,chat,low
T005496,B005496,checkin_problem,chat,medium
T005497,B005497,checkin_problem,chat,medium
T005498,B005498,listing_not_as_described,email,low
T005499,B005499,policy_question,phone,low
T005500,B005500,listing_not_as_described,phone,low
T005501,B005501,policy_question,chat,medium
T005502,B005502,policy_question,chat,medium
T005503,B005503,host_cancellation,chat,low
T005504,B005504,payment_problem,chat,medium
T005505,B005505,refund_request,phone,low
T005506,B005506,checkin_problem,email,low
T005507,B005507,host_cancellation,email,low
T005508,B005508,policy_question,self_serve,low
T005509,B005509,policy_question,email,low
T005510,B005510,refund_request,chat,low
T005511,B005511,host_cancellation,phone,medium
T005512,B005512,refund_request,self_serve,medium
T005513,B005513,policy_question,email,low
T005514,B005514,refund_request,phone,high
T005515,B005515,listing_not_as_described,chat,medium
T005516,B005516,payment_problem,chat,low
T005517,B005517,payment_problem,chat,medium
T005518,B005518,refund_request,phone,low
T005519,B005519,host_cancellation,chat,low
T005520,B005520,policy_question,chat,low
T005521,B005521,listing_not_as_described,chat,medium
T005522,B005522,refund_request,chat,medium
T005523,B005523,payment_problem,phone,medium
T005524,B005524,refund_request,chat,medium
T005525,B005525,refund_request,phone,medium
T005526,B005526,payment_problem,chat,medium
T005527,B005527,listing_not_as_described,self_serve,low
T005528,B005528,refund_request,chat,low
T005529,B005529,listing_not_as_described,chat,medium
T005530,B005530,checkin_problem,chat,medium
T005531,B005531,listing_not_as_described,email,low
T005532,B005532,payment_problem,chat,high
T005533,B005533,policy_question,chat,medium
T005534,B005534,host_cancellation,chat,medium
T005535,B005535,refund_request,chat,low
T005536,B005536,payment_problem,chat,low
T005537,B005537,checkin_problem,chat,low
T005538,B005538,host_cancellation,chat,medium
T005539,B005539,payment_problem,phone,medium
T005540,B005540,checkin_problem,chat,medium
T005541,B005541,host_cancellation,chat,low
T005542,B005542,listing_not_as_described,email,low
T005543,B005543,refund_request,chat,low
T005544,B005544,policy_question,chat,low
T005545,B005545,refund_request,email,medium
T005546,B005546,refund_request,phone,low
T005547,B005547,listing_not_as_described,self_serve,high
T005548,B005548,refund_request,chat,medium
T005549,B005549,checkin_problem,chat,low
T005550,B005550,policy_question,email,high
T005551,B005551,refund_request,chat,medium
T005552,B005552,policy_question,chat,low
T005553,B005553,refund_request,chat,medium
T005554,B005554,policy_question,self_serve,medium
T005555,B005555,host_cancellation,self_serve,medium
T005556,B005556,listing_not_as_described,email,low
T005557,B005557,policy_question,chat,medium
T005558,B005558,policy_question,chat,medium
T005559,B005559,policy_question,self_serve,low
T005560,B005560,checkin_problem,email,medium
T005561,B005561,checkin_problem,self_serve,high
T005562,B005562,listing_not_as_described,chat,medium
T005563,B005563,checkin_problem,phone,low
T005564,B005564,checkin_problem,chat,medium
T005565,B005565,refund_request,chat,medium
T005566,B005566,checkin_problem,phone,low
T005567,B005567,listing_not_as_described,chat,low
T005568,B005568,refund_request,self_serve,high
T005569,B005569,listing_not_as_described,phone,high
T005570,B005570,refund_request,email,high
T005571,B005571,policy_question,email,medium
T005572,B005572,host_cancellation,chat,high
T005573,B005573,policy_question,phone,medium
T005574,B005574,refund_request,chat,low
T005575,B005575,policy_question,chat,medium
T005576,B005576,listing_not_as_described,email,low
T005577,B005577,policy_question,chat,high
T005578,B005578,host_cancellation,chat,medium
T005579,B005579,policy_question,chat,medium
T005580,B005580,host_cancellation,chat,medium
T005581,B005581,payment_problem,self_serve,medium
T005582,B005582,host_cancellation,self_serve,medium
T005583,B005583,checkin_problem,phone,medium
T005584,B005584,checkin_problem,chat,high
T005585,B005585,policy_question,chat,medium
T005586,B005586,listing_not_as_described,phone,low
T005587,B005587,host_cancellation,phone,low
T005588,B005588,checkin_problem,email,low
T005589,B005589,listing_not_as_described,email,high
T005590,B005590,payment_problem,chat,low
T005591,B005591,listing_not_as_described,email,medium
T005592,B005592,policy_question,email,medium
T005593,B005593,refund_request,email,low
T005594,B005594,payment_problem,self_serve,low
T005595,B005595,checkin_problem,chat,low
T005596,B005596,checkin_problem,chat,medium
T005597,B005597,payment_problem,chat,low
T005598,B005598,listing_not_as_described,phone,medium
T005599,B005599,policy_question,phone,low
T005600,B005600,host_cancellation,chat,high
T005601,B005601,payment_problem,email,low
T005602,B005602,host_cancellation,chat,low
T005603,B005603,host_cancellation,self_serve,high
T005604,B005604,refund_request,chat,high
T005605,B005605,payment_problem,email,low
T005606,B005606,policy_question,chat,medium
T005607,B005607,refund_request,email,medium
T005608,B005608,listing_not_as_described,chat,high
T005609,B005609,refund_request,chat,medium
T005610,B005610,policy_question,chat,medium
T005611,B005611,refund_request,chat,low
T005612,B005612,host_cancellation,chat,low
T005613,B005613,refund_request,phone,high
T005614,B005614,policy_question,phone,medium
T005615,B005615,safety_issue,chat,high
T005616,B005616,policy_question,phone,high
T005617,B005617,refund_request,phone,high
T005618,B005618,checkin_problem,chat,medium
T005619,B005619,safety_issue,phone,high
T005620,B005620,payment_problem,email,medium
T005621,B005621,host_cancellation,chat,medium
T005622,B005622,policy_question,self_serve,high
T005623,B005623,payment_problem,email,low
T005624,B005624,listing_not_as_described,chat,low
T005625,B005625,refund_request,email,medium
T005626,B005626,refund_request,chat,low
T005627,B005627,checkin_problem,chat,low
T005628,B005628,policy_question,email,medium
T005629,B005629,host_cancellation,chat,low
T005630,B005630,payment_problem,chat,low
T005631,B005631,policy_question,chat,medium
T005632,B005632,refund_request,phone,low
T005633,B005633,refund_request,email,medium
T005634,B005634,refund_request,phone,medium
T005635,B005635,policy_question,chat,medium
T005636,B005636,listing_not_as_described,phone,medium
T005637,B005637,listing_not_as_described,email,high
T005638,B005638,listing_not_as_described,chat,low
T005639,B005639,host_cancellation,email,low
T005640,B005640,refund_request,chat,low
T005641,B005641,policy_question,self_serve,low
T005642,B005642,checkin_problem,chat,low
T005643,B005643,refund_request,chat,low
T005644,B005644,host_cancellation,self_serve,low
T005645,B005645,listing_not_as_described,chat,low
T005646,B005646,checkin_problem,self_serve,medium
T005647,B005647,policy_question,chat,medium
T005648,B005648,policy_question,email,low
T005649,B005649,policy_question,email,medium
