guest_id,guest_account_age_days,guest_past_bookings_count,guest_past_support_tickets_12m,guest_past_refund_requests_12m,guest_lifetime_booking_value,guest_id_verified
G01418,365,3,1,0,1919.71,1
G01419,2027,6,1,0,2441.72,1
G01420,482,6,0,0,910.83,1
G01421,2249,4,0,0,3345.52,1
G01422,154,6,2,0,2187.48,0
G01423,1525,8,0,1,1827.34,1
G01424,2121,4,1,0,3023.17,1
G01425,2761,6,0,0,2330.69,1
G01426,2344,4,2,1,2673.52,1
G01427,1041,9,2,0,2126.57,1
G01428,1665,5,0,0,1629.17,1
G01429,1241,7,1,0,2834.28,1
G01430,61,2,1,0,3626.91,1
G01431,939,4,2,0,3954.02,1
G01432,1640,4,0,0,1759.58,1
G01433,2090,7,2,1,1087.23,1
G01434,25,3,1,1,2813.94,1
G01435,1063,4,2,0,1419.6,1
G01436,131,3,0,2,1790.53,1
G01437,1253,3,0,2,3088.93,1
G01438,108,2,2,0,1874.63,1
G01439,172,10,1,0,974.46,1
G01440,1459,3,1,0,1932.76,1
G01441,102,2,1,0,3006.85,1
G01442,2914,6,3,1,3036.43,0
G01443,2572,4,1,1,4575.14,1
G01444,2323,6,3,0,1924.66,1
G01445,1637,2,2,0,1976.17,1
G01446,2865,4,0,1,2624.89,1
G01447,1041,9,1,0,1129.2,1
G01448,330,10,2,2,3738.09,1
G01449,1521,5,2,2,3006.22,1
G01450,12,2,0,0,2118.22,1
G01451,1342,3,1,0,2325.46,1
G01452,216,7,0,0,3183.36,1
G01453,339,6,1,1,5451.89,1
G01454,1800,4,3,2,2187.07,1
G01455,2709,2,1,2,1514.52,1
G01456,1751,7,0,2,1861.35,1
G01457,1509,6,0,1,3395.31,1
G01458,2422,7,1,0,2462.87,1
G01459,710,7,1,1,4157.42,1
G01460,1224,3,1,1,874.94,1
G01461,2514,3,0,0,2022.51,1
G01462,1113,4,3,1,3329.16,1
G01463,1292,5,3,0,888.83,1
G01464,489,2,2,1,766.57,1
G01465,1562,4,2,0,3270.65,1
G01466,47,7,0,0,1703.67,1
G01467,778,5,1,1,2839.28,1
G01468,1040,6,1,0,1109.3,1
G01469,711,4,0,0,1757.31,1
G01470,401,9,0,0,2460.22,1
G01471,1818,2,2,0,1129.86,1
G01472,250,6,0,0,1049.01,1
G01473,391,4,2,0,2174.18,1
G01474,335,3,1,0,815.51,1
G01475,629,6,0,1,1375.06,1
G01476,137,7,1,1,3167.95,1
G01477,2931,8,3,0,2634.73,1
G01478,2736,9,1,0,3085.28,1
G01479,1522,5,3,1,2568.25,1
G01480,827,4,2,0,305.74,1
G01481,727,3,4,0,974.45,1
G01482,1501,7,2,0,1376.15,0
G01483,2642,4,0,2,4215.59,1
G01484,990,8,0,0,3243.44,1
G01485,2420,8,0,0,3911.77,1
G01486,935,1,1,1,3718.52,1
G01487,402,5,0,1,3207.83,1
G01488,1467,4,1,1,1079.86,1
G01489,615,3,0,1,1989.99,1
G01490,1297,2,0,1,1598.25,1
G01491,1183,8,0,1,1444.02,1
G01492,2668,8,1,0,3602.94,1
G01493,2236,3,1,0,2512.03,1
G01494,1122,4,0,0,1656.12,0
G01495,131,12,1,0,3757.2,1
G01496,2853,3,0,0,1083.9,0
G01497,1195,3,1,0,2978.21,1
G01498,2984,4,1,0,689.21,1
G01499,183,3,3,0,2252.26,1
G01500,364,4,1,0,1184.19,1
G01501,39,6,0,0,1378.51,1
G01502,2545,4,0,0,3106.15,1
G01503,1373,3,1,1,1480.15,1
G01504,921,8,1,0,1077.12,0
G01505,2770,2,6,0,2687.53,1
G01506,16,3,2,1,3024.92,1
G01507,493,7,1,1,646.76,1
G01508,1450,3,1,0,4329.83,1
G01509,1132,7,0,0,1597.43,1
G01510,2942,5,0,0,1524.43,1
G01511,311,2,1,0,536.09,1
G01512,739,9,3,0,2753.26,1
G01513,546,4,0,1,1168.47,0
G01514,2462,3,1,0,1694.18,1
G01515,251,1,2,1,2864.44,1
G01516,759,2,5,0,1691.71,1
G01517,1805,6,3,1,1585.13,1
G01518,1298,10,1,0,1987.89,1
G01519,1632,6,0,0,2613.54,0
G01520,1915,6,2,0,3276.96,0
G01521,814,2,0,0,683.12,1
G01522,29,4,1,0,3200.45,1
G01523,958,5,0,0,2996.25,1
G01524,2033,8,1,0,1441.58,1
G01525,477,5,0,1,2486.77,1
G01526,318,3,1,1,2346.96,1
G01527,245,1,1,2,2713.18,1
G01528,748,7,0,0,2237.64,1
G01529,697,7,3,0,943.58,1
G01530,272,4,3,0,2627.35,1
G01531,1772,4,3,0,1198.46,1
G01532,1263,4,1,0,3618.71,1
G01533,2425,9,2,1,5535.08,1
G01534,266,1,2,0,1966.6,0
G01535,2974,3,1,0,995.52,1
G01536,921,4,1,1,1438.68,1
G01537,340,3,0,0,3689.45,1
G01538,389,3,0,2,3163.66,1
G01539,2625,8,0,1,2895.91,1
G01540,2051,11,0,1,3968.48,0
G01541,1166,4,3,1,1392.83,1
G01542,376,2,1,0,2028.37,1
G01543,2034,3,3,0,1562.05,1
G01544,2372,4,3,0,2395.05,1
G01545,146,2,1,0,2948.68,1
G01546,1982,7,1,0,1482.96,1
G01547,293,2,0,0,3628.49,0
G01548,432,11,0,0,1580.93,1
G01549,705,5,2,0,2122.02,0
G01550,2997,5,4,0,3322.13,0
G01551,1999,4,0,0,2792.87,1
G01552,2633,4,2,0,1853.3,1
G01553,399,4,3,0,2684.79,1
G01554,2865,3,1,1,2115.96,1
G01555,964,5,2,0,2354.76,1
G01556,2235,9,1,0,2244.57,1
G01557,2042,5,1,1,799.89,1
G01558,1829,2,0,0,1920.81,0
G01559,2109,6,0,1,2571.26,1
G01560,939,7,1,0,5083.41,1
G01561,710,5,1,0,1970.73,1
G01562,807,7,1,2,3973.63,1
G01563,1464,7,3,0,1505.08,1
G01564,1326,8,1,0,3751.68,1
G01565,11,7,0,0,5101.27,1
G01566,1086,3,0,0,692.28,1
G01567,1869,4,1,0,1279.74,1
G01568,2274,4,2,0,2086.39,0
G01569,2612,3,1,1,608.98,1
G01570,772,7,2,0,1428.76,1
G01571,1595,7,1,1,2179.37,1
G01572,1608,3,4,1,845.29,1
G01573,1334,7,1,2,794.73,1
G01574,885,8,1,0,1048.26,0
G01575,1390,3,0,0,1367.37,1
G01576,226,4,1,0,3593.01,1
G01577,825,7,1,0,1689.48,0
G01578,2266,1,2,0,2744.16,1
G01579,937,4,2,1,1844.17,1
G01580,2801,2,1,1,1671.28,1
G01581,2554,2,1,0,2656.24,1
G01582,2307,5,1,1,2055.26,1
G01583,1912,6,4,0,2613.71,1
G01584,1797,5,0,0,2729.81,1
G01585,54,4,3,0,1279.56,1
G01586,727,5,0,0,3675.93,1
G01587,2737,7,1,0,3943.36,1
G01588,1545,4,0,0,670.13,1
G01589,1044,2,1,0,3057.43,1
G01590,1914,9,1,1,2691.47,1
G01591,1777,4,2,0,754.26,1
G01592,1597,3,2,0,2128.99,1
G01593,1915,4,2,0,2366.01,1
G01594,2467,4,1,0,1161.94,1
G01595,2738,6,2,0,1369.67,1
G01596,850,4,3,0,1623.58,1
G01597,2110,6,2,0,1872.52,1
G01598,2264,9,1,0,1429.89,1
G01599,3,3,1,1,1436.87,1
G01600,160,3,0,0,631.28,1
G01601,781,8,0,1,3179.9,1
G01602,893,6,1,0,1617.37,1
G01603,2031,1,0,0,2065.64,1
G01604,2377,7,4,0,3994.13,1
G01605,580,5,2,0,983.91,1
G01606,1934,7,1,0,1678.04,1
G01607,1381,5,2,0,2639.58,1
G01608,1291,2,0,1,2968.61,1
G01609,1641,6,0,0,1222.36,1
G01610,952,7,3,0,2286.8,1
G01611,2683,5,0,0,1062.92,1
G01612,988,6,1,0,1160.55,1
G01613,1219,5,4,1,979.27,1
G01614,921,6,3,1,3579.61,1
G01615,2786,3,4,0,1632.88,1
G01616,1356,4,0,0,4060.85,1
G01617,170,5,1,0,1280.37,1
G01618,521,8,0,0,2692.04,1
G01619,1487,10,0,0,1236.33,1
G01620,40,5,2,0,1847.91,1
G01621,1561,3,0,0,546.23,1
G01622,1419,7,2,1,2757.7,1
G01623,955,2,0,0,1707.8,1
G01624,984,6,3,0,1726.72,1
G01625,975,6,1,0,1611.39,1
G01626,38,6,0,1,2435.1,1
G01627,2376,5,2,2,1562.35,1
G01628,1275,0,3,0,2166.12,1
G01629,1200,6,0,2,1258.63,1
G01630,1626,4,1,2,3170.6,1
G01631,914,6,0,1,1459.03,0
G01632,454,3,2,0,2201.27,1
G01633,37,6,1,0,4077.18,1
G01634,1712,3,0,0,2329.92,1
G01635,796,5,2,1,2827.53,1
G01636,973,2,1,0,2395.45,1
G01637,593,4,2,1,2205.85,1
G01638,1138,7,0,0,1939.62,1
G01639,1325,6,3,0,917.28,1
G01640,2272,7,2,0,1530.31,1
G01641,318,6,1,1,1199.17,1
G01642,2397,2,3,0,1751.46,1
G01643,2163,0,0,0,946.71,1
G01644,2746,4,2,0,1875.22,0
G01645,1347,5,0,0,3796.01,1
G01646,1592,2,0,0,3821.31,1
G01647,1890,3,2,0,2657.64,1
G01648,2088,6,1,0,1518.89,0
G01649,1997,9,0,0,1873.78,1
G01650,1773,6,3,0,3223.35,1
G01651,1313,4,0,0,2160.39,0
G01652,1286,2,2,1,4848.72,1
G01653,216,6,3,0,2708.79,1
G01654,2384,7,2,2,2635.18,1
G01655,2140,2,0,0,2498.81,1
G01656,2401,6,0,0,2137.82,1
G01657,2619,8,2,1,2147.14,1
G01658,2864,4,1,1,2282.22,1
G01659,1705,6,2,0,2303.32,0
G01660,2829,6,2,1,949.16,1
G01661,363,1,0,1,490.5,1
G01662,2605,7,2,1,1285.69,1
G01663,1717,6,0,0,1644.47,1
G01664,1194,5,1,0,3705.14,1
G01665,356,3,1,0,3144.01,1
G01666,191,7,1,0,1299.5,0
G01667,2470,4,0,0,1715.81,1
G01668,700,2,1,0,1752.05,0
G01669,2055,7,2,0,5108.45,1
G01670,2181,5,0,1,2311.49,1
G01671,557,8,0,0,4911.99,1
G01672,826,7,2,0,2703.91,1
G01673,2809,5,1,0,2309.46,1
G01674,1055,4,1,0,582.62,1
G01675,2583,3,1,0,1946.63,1
G01676,426,9,2,0,2970.08,1
G01677,2720,4,2,1,1540.0,1
G01678,2411,8,0,0,3752.02,0
G01679,1575,4,1,0,3700.09,1
G01680,2130,2,0,0,779.79,1
G01681,2404,2,3,1,759.91,0
G01682,589,5,2,0,4112.18,1
G01683,2013,8,1,0,1327.92,0
G01684,1548,5,3,0,1390.46,1
G01685,295,6,1,0,840.0,0
G01686,1986,3,2,0,1680.15,1
G01687,1248,5,0,1,1663.49,1
G01688,1549,8,1,0,1456.9,1
G01689,1691,4,0,2,4228.69,0
G01690,1137,5,2,0,4104.22,1
G01691,1257,1,2,0,1911.88,1
G01692,2065,5,3,0,3450.96,1
G01693,360,6,1,1,2305.36,1
G01694,2914,3,2,0,3498.05,0
G01695,700,6,0,0,4457.93,1
G01696,448,5,2,0,2112.91,1
G01697,2904,5,5,0,251.37,1
G01698,2413,6,3,0,3513.03,1
G01699,675,6,0,0,1459.36,1
G01700,1008,7,0,0,3091.21,1
G01701,1350,6,3,0,5838.13,1
G01702,2515,5,1,0,2111.13,0
G01703,2462,6,0,0,4235.75,1
G01704,586,6,3,0,3120.65,1
G01705,1257,5,0,0,4047.3,1
G01706,1248,10,3,0,2875.8,1
G01707,994,4,0,1,2711.14,1
G01708,1436,8,1,1,2628.18,1
G01709,572,6,0,0,2090.34,1
G01710,2383,4,4,0,6456.88,1
G01711,1246,5,0,2,2385.35,0
G01712,2085,4,0,0,3321.11,1
G01713,989,6,1,2,1020.0,1
G01714,278,2,1,0,5504.33,1
G01715,1220,2,1,0,3900.74,1
G01716,2964,9,1,0,1395.75,1
G01717,1888,1,2,0,2847.8,1
G01718,484,3,1,3,2831.88,1
G01719,1266,4,3,0,3445.35,0
G01720,731,3,0,0,2114.31,1
G01721,2240,2,0,0,1214.24,1
G01722,1041,6,0,0,1155.46,1
G01723,2572,2,1,1,2527.35,1
G01724,918,7,2,0,1306.46,1
G01725,2449,10,0,0,5946.8,1
G01726,886,1,0,1,2559.86,1
G01727,2753,2,1,0,882.48,1
G01728,22,4,0,1,1822.59,1
G01729,474,4,0,0,2529.96,1
G01730,2258,8,1,0,6504.23,1
G01731,2354,6,0,0,1191.9,1
G01732,704,2,1,0,1020.74,1
G01733,687,6,1,1,2320.17,1
G01734,285,8,1,1,2332.49,1
G01735,716,8,1,0,2649.54,1
G01736,763,2,4,0,2788.39,1
G01737,1251,5,0,0,2437.9,1
G01738,948,4,0,0,5091.43,1
G01739,2429,3,0,0,2488.53,1
G01740,2508,8,1,0,1449.73,1
G01741,1031,3,0,0,3388.64,1
G01742,29,7,1,0,3250.16,1
G01743,907,2,3,0,1759.51,1
G01744,2927,1,1,1,682.66,1
G01745,2127,5,0,1,1730.32,0
G01746,2995,4,2,1,2358.61,1
G01747,2507,4,3,1,589.46,1
G01748,570,4,1,2,1445.04,1
G01749,2007,3,1,1,1017.23,1
G01750,1454,0,2,0,1171.38,1
G01751,738,2,1,0,2363.0,1
G01752,516,3,0,0,2408.45,1
G01753,2001,4,4,0,1395.71,1
G01754,2445,2,2,2,3167.83,1
G01755,39,6,2,0,3400.41,1
G01756,887,5,1,0,917.38,1
G01757,2845,1,1,0,4165.48,1
G01758,2205,8,2,0,2371.84,1
G01759,1099,6,2,0,3172.43,1
G01760,2932,1,1,1,3190.31,1
G01761,1824,9,2,0,2131.04,1
G01762,1711,3,0,0,3633.73,1
G01763,974,9,1,0,2416.67,1
G01764,1563,4,0,0,3868.01,1
G01765,2897,3,1,0,865.77,1
G01766,2796,7,0,0,4353.64,1
G01767,989,5,2,0,5313.38,1
G01768,21,6,2,1,2383.11,1
G01769,2351,3,0,1,3132.55,1
G01770,869,7,1,0,2275.05,1
G01771,84,5,2,1,605.18,1
G01772,1683,8,2,0,1085.39,1
G01773,1977,7,0,0,2604.61,1
G01774,1411,3,1,1,1325.59,1
G01775,1531,5,0,0,5869.77,1
G01776,570,9,1,0,3335.1,1
G01777,934,5,1,0,4035.86,1
G01778,1981,6,4,1,1080.25,0
G01779,1856,4,1,0,1967.64,0
G01780,793,6,1,0,1061.33,1
G01781,792,6,2,1,3779.3,1
G01782,1810,5,0,1,861.37,0
G01783,1295,6,0,0,2738.25,1
G01784,2540,4,1,1,835.09,1
G01785,2256,4,1,1,1753.2,0
G01786,1608,7,1,0,1972.48,1
G01787,1084,7,1,1,4309.74,1
G01788,2478,5,2,3,3234.24,0
G01789,985,3,0,0,2479.68,1
G01790,1681,3,1,1,1229.83,1
G01791,520,3,0,0,1262.76,1
G01792,591,2,1,0,1566.03,0
G01793,1051,6,0,0,1998.95,1
G01794,1710,3,1,0,2017.09,1
G01795,2036,3,1,1,3405.66,1
G01796,2247,11,2,0,1668.83,1
G01797,2435,4,2,0,3254.92,1
G01798,349,10,2,2,2556.01,1
G01799,960,8,1,1,1323.43,1
G01800,1964,3,0,0,2776.08,1
G01801,693,7,2,1,2187.79,1
G01802,1560,5,1,0,729.81,1
G01803,378,3,3,0,989.92,1
G01804,2947,5,0,0,2934.61,1
G01805,2964,6,0,0,1619.69,1
G01806,527,5,1,0,2401.09,1
G01807,2782,5,3,0,3597.28,1
G01808,2254,2,0,0,1975.01,1
G01809,2503,6,1,0,3739.92,1
G01810,1260,5,2,0,1025.76,1
G01811,1876,4,0,1,3694.98,1
G01812,1764,7,2,1,1328.28,1
G01813,521,5,3,1,2506.66,1
G01814,1702,6,1,1,3169.7,1
G01815,1017,6,2,0,4796.52,1
G01816,2774,6,1,0,6269.4,1
G01817,1014,3,0,0,1076.83,1
G01818,2549,5,1,1,5203.48,1
G01819,117,4,1,0,2675.95,1
G01820,2434,8,1,1,1546.89,1
G01821,1368,3,0,2,4130.91,1
G01822,584,2,1,0,2903.89,1
G01823,395,1,0,0,2403.93,1
G01824,1088,7,1,0,2366.79,1
G01825,2769,3,2,1,4513.82,1
G01826,72,2,0,1,2788.43,1
G01827,274,4,2,0,3047.74,1
G01828,2014,6,0,0,3475.68,1
G01829,1344,2,0,1,1391.42,1
G01830,338,7,0,1,3203.7,0
G01831,1390,4,0,0,2680.28,1
G01832,607,10,0,0,4183.17,1
G01833,166,8,1,1,3150.51,1
G01834,1568,6,1,0,1004.84,1
G01835,2059,7,1,0,1586.41,1
G01836,1325,3,2,0,3301.73,1
G01837,729,4,0,0,2090.97,1
G01838,2849,8,1,1,1649.2,1
G01839,2044,5,4,1,1329.09,0
G01840,102,4,1,0,1920.53,0
G01841,1416,4,3,0,2279.56,1
G01842,779,5,1,0,2014.68,1
G01843,214,5,2,1,2868.76,1
G01844,1112,4,3,0,1129.95,1
G01845,1577,3,0,1,2018.88,1
G01846,2449,6,2,1,2377.52,0
G01847,2636,8,4,0,2891.82,1
G01848,2937,5,1,0,2275.79,0
G01849,1696,5,1,0,1911.46,1
G01850,592,3,3,1,1431.83,1
G01851,1334,5,0,0,2717.47,1
G01852,1110,5,1,0,2256.73,1
G01853,2140,10,2,0,1999.96,1
G01854,2721,4,2,0,2066.82,1
G01855,714,4,3,0,1248.02,1
G01856,936,9,2,0,2248.32,1
G01857,1952,5,2,0,1512.88,1
G01858,242,4,1,0,2065.09,0
G01859,2044,2,0,0,2383.31,1
G01860,2,4,1,1,1684.27,1
G01861,2273,4,0,2,721.11,1
G01862,2849,5,1,0,4277.87,1
G01863,1769,2,4,0,1323.83,1
G01864,1950,8,0,1,2299.14,1
G01865,2637,3,1,0,2641.35,1
G01866,2164,5,1,0,3208.56,1
G01867,918,4,1,2,744.8,1
G01868,2242,5,1,2,1868.22,0
G01869,2919,7,0,2,3919.19,0
G01870,90,6,4,0,5004.32,1
G01871,1710,7,1,0,1724.87,1
G01872,2170,3,0,1,2539.7,1
G01873,143,8,1,0,1480.23,1
G01874,106,3,1,0,2271.97,1
G01875,887,6,0,2,3370.51,1
G01876,428,6,1,1,1481.18,1
G01877,1329,6,1,0,2425.79,1
G01878,1896,3,2,1,3086.27,1
G01879,1995,1,1,1,2710.73,1
G01880,317,6,3,0,938.46,1
G01881,1987,5,0,1,2638.28,1
G01882,635,2,0,0,1025.12,1
G01883,1926,4,0,1,641.27,1
G01884,2057,10,0,0,1172.09,1
G01885,2822,3,1,0,1360.47,1
G01886,2271,11,1,2,1212.36,0
G01887,1440,2,6,0,2247.51,1
G01888,553,3,2,0,5151.49,1
G01889,716,3,0,1,1987.05,1
G01890,1288,2,3,1,2540.9,1
G01891,1714,3,1,0,3391.12,1
G01892,1884,6,1,1,4671.13,1
G01893,1108,6,1,1,2232.28,1
G01894,1342,7,0,0,1203.91,1
G01895,111,3,0,0,4200.23,1
G01896,251,5,1,0,1741.98,1
G01897,2431,2,0,0,3960.35,1
G01898,2055,5,1,1,3072.68,1
G01899,459,4,1,1,3302.77,1
G01900,1108,1,1,0,3662.54,1
G01901,208,3,3,0,2780.57,1
G01902,900,3,3,1,1730.5,1
G01903,22,8,2,0,3296.49,1
G01904,410,10,1,0,1193.03,1
G01905,895,4,1,0,3758.04,1
G01906,515,5,3,0,5349.61,1
G01907,809,6,2,0,1189.68,1
G01908,874,3,1,0,751.82,1
G01909,14,11,0,0,3185.55,1
G01910,971,5,1,1,2381.63,1
G01911,2135,5,0,1,892.15,1
G01912,2957,3,2,0,934.05,1
G01913,1561,7,0,1,2887.79,1
G01914,1325,2,1,0,2591.83,1
G01915,1267,5,1,5,971.45,0
G01916,2170,4,1,0,4169.2,1
G01917,750,6,2,2,3152.36,1
G01918,685,4,2,0,2022.38,1
G01919,1928,5,2,0,1707.46,0
G01920,2357,3,1,1,1786.4,1
G01921,695,5,0,0,1360.66,0
G01922,2336,6,2,0,5748.54,1
G01923,307,3,3,1,1912.66,1
G01924,1990,7,2,0,2775.7,1
G01925,2962,4,1,0,1137.87,1
G01926,662,2,2,0,1840.14,1
G01927,549,12,1,0,2400.05,1
G01928,312,4,0,0,2324.56,0
G01929,2921,2,2,0,398.75,1
G01930,1083,7,1,0,1924.96,1
G01931,2972,1,2,0,3587.07,1
G01932,1738,0,0,0,947.11,1
G01933,755,3,1,1,6163.28,1
G01934,35,10,2,0,2440.15,1
G01935,445,2,3,0,2668.36,0
G01936,2141,9,1,0,925.79,1
G01937,1983,3,3,0,2450.1,1
G01938,1231,6,1,0,2365.04,1
G01939,353,5,2,1,962.42,1
G01940,903,3,3,0,3835.47,1
G01941,1356,8,2,1,1383.59,1
G01942,2910,4,0,1,2023.89,1
G01943,1749,5,0,0,3940.39,1
G01944,159,4,3,0,1068.78,1
G01945,1978,4,3,0,1356.44,1
G01946,957,3,3,1,2163.53,1
G01947,2072,5,2,0,2288.51,1
G01948,404,3,1,0,2872.68,1
G01949,2853,7,3,0,5318.73,1
G01950,516,2,1,1,4163.52,1
G01951,2780,7,1,1,3161.61,1
G01952,1388,4,1,0,2783.52,0
G01953,2580,3,0,0,1693.26,1
G01954,956,3,0,0,681.06,1
G01955,2200,8,2,0,7812.52,1
G01956,1713,10,2,0,1656.99,1
G01957,2995,5,2,1,1684.81,1
G01958,608,8,1,0,1056.14,1
G01959,2468,1,1,0,2888.08,1
G01960,1274,6,2,0,1747.29,1
G01961,2914,2,0,0,4369.4,1
G01962,1536,4,0,0,4545.89,1
G01963,2626,4,1,0,1833.86,1
G01964,2383,8,2,0,4015.87,1
G01965,1442,7,1,0,2150.12,1
G01966,2980,4,2,1,1326.54,0
G01967,1798,7,3,1,1294.49,1
G01968,295,5,1,1,2772.11,1
G01969,755,7,3,2,1715.27,1
G01970,1395,3,2,1,2636.62,1
G01971,186,4,2,0,2917.29,0
G01972,1270,8,4,0,2020.61,1
G01973,637,7,1,0,1665.47,1
G01974,1292,2,1,0,1816.44,1
G01975,530,2,0,0,3898.21,1
G01976,2069,6,1,0,1141.02,1
G01977,2959,8,0,0,1143.64,1
G01978,2915,4,1,0,1640.2,1
G01979,794,6,1,0,3954.77,1
G01980,2148,8,1,0,4048.65,0
G01981,2800,6,2,0,2848.7,1
G01982,478,4,1,2,3661.55,1
G01983,1623,6,1,0,1568.88,1
G01984,940,6,2,0,1154.8,1
G01985,526,4,1,0,2429.87,1
G01986,2382,4,2,0,2996.37,1
G01987,2,5,0,3,4376.65,1
G01988,375,9,1,0,968.22,1
G01989,2341,5,1,0,2116.13,1
G01990,2885,6,1,0,1378.94,1
G01991,553,9,1,0,520.08,1
G01992,2366,3,2,1,2223.14,1
G01993,1526,10,0,1,2811.94,1
G01994,1852,7,0,1,1867.59,1
G01995,381,6,0,1,1981.49,1
G01996,1647,5,0,0,1969.14,1
G01997,14,5,1,0,946.98,1
G01998,504,9,1,0,1930.94,1
G01999,2279,7,1,1,721.55,0
G02000,2009,7,1,1,2957.64,1
G02001,130,5,0,0,1398.99,1
G02002,838,2,3,0,3969.22,1
G02003,2939,5,2,0,427.7,0
G02004,2041,4,0,0,3924.34,1
G02005,28,7,0,0,1327.47,1
G02006,2114,3,1,1,4596.09,1
G02007,1253,3,1,0,2921.66,1
G02008,261,6,2,0,4323.18,1
G02009,2047,3,3,1,2079.63,1
G02010,1473,5,1,0,3411.36,0
G02011,1448,3,3,0,2334.72,1
G02012,460,8,2,0,929.34,1
G02013,301,3,4,1,1302.28,1
G02014,2967,7,0,1,4475.22,0
G02015,2335,5,0,0,2000.57,1
G02016,630,6,0,1,2190.78,1
G02017,270,4,1,1,1790.17,1
G02018,2640,6,0,0,1453.57,1
G02019,1994,7,3,1,1648.93,0
G02020,1629,10,1,1,2054.77,1
G02021,1802,7,1,0,1776.82,1
G02022,2892,6,3,0,3931.9,0
G02023,862,4,0,0,1697.06,1
G02024,1281,6,4,0,4184.97,0
G02025,2181,2,0,0,1611.18,1
G02026,1800,2,0,1,2059.58,1
G02027,1707,3,0,2,1476.49,1
G02028,2561,9,1,1,2110.09,1
G02029,2361,4,2,1,1955.39,1
G02030,576,7,0,0,3194.51,1
G02031,2934,8,1,1,2003.32,1
G02032,2004,6,3,1,4492.11,1
G02033,1308,3,1,0,1447.33,1
G02034,1957,6,0,1,2627.05,1
G02035,2735,3,2,1,2889.14,1
G02036,2021,7,1,0,3695.64,1
G02037,2213,6,0,0,1416.6,0
G02038,2353,2,1,0,3504.66,1
G02039,1656,1,1,1,5563.19,1
G02040,1580,2,1,0,3304.72,1
G02041,1848,5,4,1,1284.06,1
G02042,2204,4,2,0,1822.75,1
G02043,1391,5,0,0,2276.05,1
G02044,1743,8,1,0,1579.12,1
G02045,1926,4,2,0,3979.0,1
G02046,620,6,1,1,978.62,0
G02047,1275,3,3,0,1374.12,1
G02048,957,4,0,0,1661.66,1
G02049,1940,8,2,0,3365.05,0
G02050,2382,5,0,0,2238.46,1
G02051,969,7,0,0,3108.11,1
G02052,2559,2,2,1,2220.76,1
G02053,1317,5,0,0,2490.44,0
G02054,1044,10,4,0,1713.69,1
G02055,282,4,3,0,2767.92,1
G02056,2845,5,3,0,3306.72,1
G02057,2167,3,4,0,1277.89,1
G02058,1059,3,0,1,1764.07,1
G02059,198,8,0,0,2505.89,0
G02060,2533,3,2,1,2715.91,1
G02061,1083,7,3,0,1221.1,1
G02062,2885,8,0,0,4339.65,1
G02063,1185,4,2,2,2058.2,1
G02064,1009,5,1,0,1834.57,1
G02065,2739,6,1,0,5939.5,1
G02066,1230,1,2,1,2710.21,1
G02067,1036,2,1,0,2952.63,1
G02068,490,3,0,1,2386.1,1
G02069,276,4,0,0,2128.6,0
G02070,2741,4,3,1,2818.85,1
G02071,2290,4,0,1,1091.39,1
G02072,1240,3,1,0,2233.37,1
G02073,1275,5,1,0,1468.44,1
G02074,126,5,0,0,1529.25,1
G02075,217,2,1,0,996.09,1
G02076,1209,6,0,0,1509.58,1
G02077,1247,3,1,0,1557.92,1
G02078,2543,4,0,0,592.58,1
G02079,2475,3,0,0,4206.36,1
G02080,919,6,1,0,3060.45,1
G02081,1318,4,0,0,1161.47,1
G02082,2199,1,2,1,1347.48,1
G02083,2432,9,1,0,1154.59,1
G02084,1662,7,2,2,1727.4,0
G02085,308,5,0,0,1685.74,1
G02086,1360,4,0,0,5739.9,1
G02087,1970,2,2,0,1721.75,1
G02088,2794,4,0,0,2609.15,1
G02089,892,5,1,0,1368.09,1
G02090,375,4,2,0,3205.07,1
G02091,2034,6,0,0,1696.75,1
G02092,1365,3,0,0,980.84,1
G02093,129,7,3,0,1538.14,1
G02094,1015,5,3,1,1482.76,1
G02095,1800,6,2,0,2752.94,1
G02096,2717,7,1,0,2157.65,1
G02097,1382,2,1,0,2454.51,1
G02098,517,6,0,0,3436.34,0
G02099,1519,4,2,0,795.7,0
G02100,86,6,3,0,1895.89,0
G02101,1199,3,0,1,1656.98,1
G02102,2359,6,1,0,2742.12,1
G02103,1143,8,1,1,2605.25,1
G02104,2475,3,0,0,743.75,1
G02105,1994,7,2,0,2628.78,0
G02106,2162,15,0,0,1463.08,1
G02107,303,7,2,0,3864.41,0
G02108,2792,6,1,0,1998.78,1
G02109,588,3,0,0,1428.57,1
G02110,987,2,2,0,3886.51,1
G02111,1864,5,2,0,1342.62,1
G02112,345,6,2,1,3396.33,1
G02113,814,6,2,0,2782.05,1
G02114,1988,4,2,1,3957.12,1
G02115,2849,1,1,1,2826.54,1
G02116,1311,6,1,2,3570.29,1
G02117,2000,8,1,1,2331.23,1
G02118,1678,2,1,0,4480.98,1
G02119,1328,2,3,0,2065.43,0
G02120,1093,2,1,0,993.38,1
G02121,2409,5,1,0,1017.15,1
G02122,1010,7,0,0,777.86,1
G02123,704,7,2,0,5079.1,1
G02124,575,9,2,0,2162.85,1
G02125,1609,4,1,1,719.67,1
G02126,1113,7,0,0,2839.54,1
G02127,688,5,2,0,1757.8,1
G02128,2829,7,1,1,3958.87,1
G02129,2633,7,2,1,3002.94,1
